序号 	服务环节 	服务内容 							
2017 年广东省电子商务“百佳优质服务商” 	2017 年 7 月 	广东省电子商务协会 							
2016 年度品牌营销奖（金服奖） 	2017 年 3 月 	阿里妈妈 							
高新技术企业 	2016 年 11 月 	广东省科学技术厅、广东省财政厅、广东省国家税务局、广东省地方税务局 							
2016 年度最具影响力电商企业 	2016 年 9 月 	广东省电子商务商会 							
广州市企业研发机构 	2016 年 3 月 	广州市科技创新委员会 							
广州市科技创新小巨人企业 	2016 年 6 月 	广州市科技创新委员会 							
2015 年度阿里妈妈营销拍档成长之星 	2016 年 3 月 	阿里妈妈 							
奖项名称 	颁发时间 	颁奖机构 							
2015 下半年天猫运营服务类淘拍档母婴行业银牌 	2016 年 3 月 	阿里巴巴集团 							
2015 年度极具价值电商服务机构 	2016 年 3 月 	广东省网商协会 							
广东省电子商务示范企业（2015—2016） 	2015 年 12 月 	广东省商务厅 							
中国电商创新成长奖“最佳电商代运营服务”及“最佳网络营销服务” 	2015 年 9 月 	2015 全球互联网经济大会 							
2015 广东省电商企业 100 强 	2015 年 8 月 	广东省电子商务协会 							
									
流量入口 	流量入口类型 	流量入口释义 							
店铺收藏 	自主访问 	访客通过于收藏夹的店铺收藏进入店铺。 							
宝贝收藏 	自主访问 	访客通过收藏夹的宝贝收藏进入店铺。 							
我的淘宝首页 	自主访问 	访客通过我的淘宝首页点击进入店铺。 							
已买到商品 	自主访问 	访客从已买到的宝贝页面点击后进入店铺。 							
直接访问 	自主访问 	访客通过输入店铺地址或者通过浏览器收藏夹等直接进入店铺。 							
购物车 	自主访问 	访客通过购物车进入店铺。 							
淘宝首页 	淘宝站内其他 	访客通过淘宝首页进入店铺，例如：首页轮播广告及推荐等位置引入的流量。 							
淘宝频道 	淘宝站内其他 	访客通过市场频道专题页面进入店铺。 							
淘宝类目 	淘宝站内其他 	访客通过淘宝类目（list.taobao.com）进入店铺。 							
淘宝其他店铺 	淘宝站内其他 	访客通过除您以外的其他店铺进入您店铺，例如通过友情链接进入店铺。 							
流量入口 	流量入口类型 	流量入口释义 							
淘宝信用评价 	淘宝站内其他 	访客通过淘宝的信用评价页进入店铺。 							
阿里旺旺 	淘宝站内其他 	访客通过点击旺旺聊天窗口进入店铺访问相应宝贝所带来的流量。 							
天猫首页 	淘宝站内其他 	访客通过天猫首页进入店铺。 							
天猫频道 	淘宝站内其他 	访客通过天猫市场频道进入店铺。 							
天猫关注 	淘宝站内其他 	通过天猫关注点击页面内容进入店铺和宝贝详情页。 							
天猫国际 	淘宝站内其他 	访客通过天猫国际的产品进入店铺页面或商品详情页。 							
淘宝搜索 	搜索流量 	访客在淘宝搜索宝贝进入店铺 							
天猫搜索 	搜索流量 	访客通过天猫搜索后进入店铺。 							
手淘有好货 	内容流量 	访客通过手淘客户端的有好货的产品点击进入店铺页面或商品详情页。 							
手淘微淘 	内容流量 	访客通过手淘客户端的微淘店铺产品点击进入店铺页面或商品详情页。 							
手淘淘宝达人 	内容流量 	访客通过手淘客户端的淘宝达人产品点击进入店铺页面或商品详情页。 							
手淘问大家 	内容流量 	访客通过手淘问大家进入点击购买。 							
淘抢购 	活动流量 	访客通过淘抢购及其子页面进入店铺。 							
天猫活动 	活动流量 	访客通过淘宝商城专题活动进入店铺。 							
聚划算 	活动流量 	通过聚划算访问店铺和宝贝的所有流量。 							
手淘淘抢购 	活动流量 	访客通过手淘客户端的淘抢购的产品点击进入店铺页面或商品详情页。 							
品销宝-搜索产品 	付费流量 	在生意参谋中指在所选时间内，访客通过点击品销宝-搜索产品广告进入店铺内页面的访客量以及对当次店内浏览访问过的商品在当天有相应的加购、收藏、下单、支付等行为的数据；在阿里妈妈品销宝的搜索产品后台报表中，展示的数据指在所选时间内通过点击品销宝-搜索广告在效果转化周期内进店的访客量，以及访客产生的加购、收藏、下单、支付等行为数据。备注：广告效果请以品销宝-搜索产品后台数据为准。 							
淘宝客 	付费流量 	访客通过淘宝客推广链接进入店铺。 							
直通车 	付费流量 	访客通过淘宝直通车推广链接进入店铺。 							
钻石展位 	付费流量 	访客通过在钻石展位投放的广告进入店铺。 							
麻吉宝 	付费流量 	访客通过麻吉宝产品点击进入店铺页面或商品详情页。 							
									
流量入口 	流量入口类型 	流量入口释义 							
自主访问 	自主访问 	访客直接进入店铺，或者访客通过我的京东页面和购物车及支付页面进入店铺。 							
直接访问 	自主访问 	访客没有经过其他页面直接打开店铺。 							
我的京东 	自主访问 	访客通过我的京东上各个位置进入到店铺。 							
流量入口 	流量入口类型 	流量入口释义 							
我的京东首页 	自主访问 	访客通过我的京东首页上的位置进入店铺。 							
我的订单 	自主访问 	访客通过我的订单页面进入到店铺，包括待付款、待收货、退换/售后等订单类型。 							
我的钱包 	自主访问 	访客通过我的钱包进入到店铺，包括京豆、优惠券、白条、京东卡/E 卡等。 							
购物车 	自主访问 	访客通过购物车页面，以及相应的支付页面等进入店铺。 							
结算页 	自主访问 	用户通过购买商品的整个结算支付流程中的页面进入店铺。 							
京东搜索 	搜索流量 	访客在京东 app 首页输入关键词进行搜索，通过搜索结果页进入店铺的来源。 							
发现好货 	内容流量 	通过发现好货上的任意位置进入店铺。 							
发现好店 	内容流量 	访客通过发现好店页面进入店铺。 							
精选 	内容流量 	访客通过这个模块进入店铺。 							
社区 	内容流量 	访客通过这个模块的任意页面进入店铺。 							
浏览记录 	京东站内其他 	访客通过我的京东页面上的浏览记录访问店铺。 							
京东会员 	京东站内其他 	访客京东会员页面进入店铺，包括会员权益、任务中心、会员专享等。 							
评价中心 	京东站内其他 	访客通过我的京东首页的待评价点击到达评价中心，通过评价中心的页面进入店铺。 							
消息中心 	京东站内其他 	访客通过京东 app 右上角消息中心里的内容点击进入店铺。 							
分类列表 	京东站内其他 	访客通过分类列表页上的任意点击位进入店铺。 							
我的关注 	京东站内其他 	访客通过这个模块进入店铺。 							
京东综合活动 	活动流量 	访客通过各种活动页面进入店铺。 							
									
经营模式 	收入类型 	2017 年度 	2017 年度 	2016 年度 	2016 年度 	2015 年度 	2015 年度 		
经营模式 	收入类型 	收入 	占比 	收入 	占比 	收入 	占比 		
线上代运营模式 	线上代运营收入 	40,061.11 	59.47% 	25,200.87 	66.64% 	10,755.19 	57.64% 		
其中：零售结算 	其中：零售收入 	32,821.52 	48.72% 	20,644.65 	54.59% 	8,034.64 	43.06% 		
服务费结算 	运营服务收入 	7,239.60 	10.75% 	4,556.21 	12.05% 	2,720.54 	14.58% 		
渠道分销模式 	分销收入 	24,009.55 	35.64% 	11,915.79 	31.51% 	7,902.79 	42.36% 		
品牌策划模式 	策划服务收入 	3,293.00 	4.89% 	702.34 	1.86% 	- 	- 		
- 	营业收入合计 	67,363.66 	100.00% 	37,818.99 	100.00% 	18,657.97 	100.00% 		
									
序号 	客户名称 	收入金额（万元） 	收入金额（万元） 	占当期营业收入比例 					
1 	美赞臣营养品（中国）有限公司 	1,324.86   	1,324.86   	1.97% 					
2 	Swisse China Limited 	696.24   	696.24   	1.03% 					
3 	康贝（上海）有限公司 	683.27   	683.27   	1.01% 					
4 	TCA KOREA CO., LTD 	650.52   	650.52   	0.97% 					
5 	湖北丝宝股份有限公司 	574.96   	574.96   	0.85% 					
合计 	合计 	合计 	3,929.85 	3,929.85 	5.83% 				
									
序号 	客户名称 	收入金额（万元） 	占当期营业收入比例 						
1 	康贝（上海）有限公司 	  633.51   	1.68% 						
序号 	客户名称 	收入金额（万元） 	占当期营业收入比例 						
2 	广州市合生元生物制品有限公司 	  532.16   	1.41% 						
3 	宝光通城（上海）商贸有限公司 	  434.92   	1.15% 						
4 	湖北丝宝股份有限公司 	  370.50   	0.98% 						
5 	美赞臣营养品（中国）有限公司 	  369.42   	0.98% 						
合计 	合计 	2,340.51 	6.19% 						
									
序号 	客户名称 	收入金额（万元） 	占当期营业收入比例 						
1 	广州市合生元生物制品有限公司 	1,292.47 	6.93% 						
2 	湖北比度克生物科技有限公司 	857.34 	4.60% 						
3 	上海谷百电子商务有限公司 	188.44 	1.01% 						
4 	上海家化电子商务有限公司 	101.08 	0.54% 						
5 	北京润美生国际贸易有限公司 	91.18 	0.49% 						
合计 	合计 	2,530.50 	13.56% 						
									
序号 	客户名称 	电商名称 	收入金额 （万元） 	占当期营业 收入比例 					
1 	北京京东世纪贸易有限公司 	京东自营 	12,463.10 	18.50% 					
2 	唯品会（中国）有限公司 	唯品会 	6,641.91 	9.86% 					
3 	天津猫超电子商务有限公司 	天猫超市 	812.60 	1.21% 					
4 	飞起来健康国际发展有限公司 	- 	456.99 	0.68% 					
5 	浙江集商网络科技有限公司 	云集商城 	366.30 	0.54% 					
合计 	合计 	合计 	20,740.90 	30.79% 					
									
序号 	客户名称 	电商名称 	收入金额 （万元） 	占当期营业收入比例 					
1 	北京京东世纪贸易有限公司 	京东自营 	4,709.88 	12.45% 					
2 	唯品会（中国）有限公司 	唯品会 	2,806.04 	7.42% 					
3 	苏州聚美优品信息技术有限公司 	聚美优品 	1,130.37 	2.99% 					
4 	浙江集商网络科技有限公司 	云集商城 	587.28 	1.55% 					
5 	天津猫超电子商务有限公司 	天猫超市 	577.65 	1.53% 					
合计 	合计 	合计 	9,811.22 	25.94% 					
									
序号 	客户名称 	电商名称 	收入金额 （万元） 	占当期营业收入比例 					
1 	苏州聚美优品信息技术有限公司 	聚美优品 	2,529.56 	13.56% 					
2 	北京京东世纪贸易有限公司 	京东自营 	2,413.73 	12.94% 					
3 	唯品会（中国）有限公司 	唯品会 	1,109.32 	5.95% 					
4 	纽海信息技术（上海）有限公司 	1 号店 	314.22 	1.68% 					
5 	蜜芽宝贝（天津）信息技术有限公司 	蜜芽 	248.97 	1.33% 					
合计 	合计 	合计 	6,615.79 	35.46% 					
									
服务模式 	线上代运营模式 	线上代运营模式 	渠道分销模式 						
服务内容 	店铺运营服务 	店铺运营服务 	货物分销，并基于电商客户要求提供配套服务 						
与品牌方的结算方式 	销售商品差价 	服务费结算 	销售商品差价 						
与品牌方的资金方向 	发行人→品牌方 	品牌方→发行人 	发行人→品牌方 						
收入类型 	零售收入 	运营服务收入 	分销收入 						
成本类型 	采购成本 	人力成本 	采购成本 						
品牌方身份 	供应商 	客户 	供应商 						
									
序号 	供应商名称 	采购金额（万元） 	占当期采购总额比例 						
1 	JK INTERNATIONAL CO., LTD. 	13,176.25     	24.23% 						
2 	美赞臣营养品（中国）有限公司 	9,196.72   	16.91% 						
3 	福达（中国）投资有限公司 	4,970.71   	9.14% 						
4 	北京隆盛泰健康科技股份有限公司   	4,922.42   	9.05% 						
5 	维达商贸有限公司 	3,122.87   	5.74% 						
合计 	合计 	35,388.98     	65.07% 						
									
序号 	供应商名称 	采购金额（万元） 	占当期采购总额比例 						
1 	北京隆盛泰健康科技股份有限公司 	  5,477.03   	20.23% 						
2 	美赞臣营养品（中国）有限公司 	  4,662.09   	17.22% 						
3 	JK INTERNATIONAL CO., LTD. 	  2,580.90   	9.53% 						
4 	广东景兴健康护理实业股份有限公司 	  2,311.52   	8.54% 						
5 	北京润美生国际贸易有限公司 	  1,363.92   	5.04% 						
合计 	合计 	16,395.47   	60.55% 						
									
序号 	供应商名称 	采购金额（万元） 	占当期采购总额比例 						
1 	北京隆盛泰健康科技股份有限公司 	5,170.45 	35.75% 						
2 	广东景兴健康护理实业股份有限公司 	2,365.78 	16.36% 						
3 	湖北比度克生物科技有限公司 	2,178.08 	15.06% 						
序号 	供应商名称 	采购金额（万元） 	占当期采购总额比例 						
4 	思亲肤化妆品贸易（上海）有限公司 	  1,175.58   	8.13% 						
5 	北京润美生国际贸易有限公司 	  965.04   	6.67% 						
合计 	合计 	11,854.93 	81.97% 						
									
类别 	原值 	累计折旧 	净值 	减值准备 	净额 	成新率 			
办公设备 	469.41 	316.39   	153.03   	- 	153.03   	52.40% 			
运输设备 	132.52 	84.58   	47.94   	- 	47.94   	46.07% 			
合计 	601.93 	400.97   	200.96   	- 	200.96   	47.52% 			
									
序号 	商标权人 	商标样式 	注册号 	核定使用商品 	有效期 				
1 	若羽臣 	 	17136155 	第 36 类 	2016/08/21-2026/08/20 				
序号 	商标权人 	商标样式 	注册号 	核定使用商品 	有效期 				
2 	若羽臣 	 	17136175 	第 38 类 	2016/08/21-2026/08/20 				
3 	若羽臣 	 	17136107 	第 29 类 	2016/08/21-2026/08/20 				
4 	若羽臣 	 	17135389 	第 10 类 	2016/08/21-2026/08/20 				
5 	若羽臣 	 	17136238 	第 41 类 	2016/10/28-2026/10/27 				
6 	若羽臣 	 	17135561 	第 12 类 	2016/08/21-2026/08/20 				
7 	若羽臣 	 	17135611 	第 16 类 	2016/08/21-2026/08/20 				
8 	若羽臣 	 	17136254 	第 42 类 	2016/08/21-2026/08/20 				
9 	若羽臣 	 	17136281 	第 45 类 	2016/08/21-2026/08/20 				
10 	若羽臣 	 	17135100 	第 5 类 	2016/08/21-2026/08/20 				
11 	若羽臣 	 	17135475 	第 11 类 	2016/08/07-2026/08/06 				
12 	若羽臣 	 	17134981 	第 3 类 	2016/08/21-2026/08/20 				
13 	若羽臣 	 	17135694 	第 18 类 	2016/08/21-2026/08/20 				
14 	若羽臣 	 	17135289 	第 9 类 	2016/10/28-2026/10/27 				
15 	若羽臣 	 	17135195 	第 8 类 	2016/10/28-2026/10/27 				
16 	若羽臣 	 	17135771 	第 20 类 	2016/08/07-2026/08/06 				
17 	若羽臣 	 	17135848 	第 21 类 	2016/08/21-2026/08/20 				
序号 	商标权人 	商标样式 	注册号 	核定使用商品 	有效期 				
18 	若羽臣 	 	17135954 	第 25 类 	2016/08/21-2026/08/20 				
19 	若羽臣 	 	17135903 	第 24 类 	2016/08/21-2026/08/20 				
20 	若羽臣 	 	17136052 	第 28 类 	2016/08/07-2026/08/06 				
21 	若羽臣 	 	17135997 	第 26 类 	2016/10/28-2026/10/27 				
22 	若羽臣 	 	14849216 	第 11 类 	2015/07/21-2025/07/20 				
23 	若羽臣 	 	14847876 	第 9 类 	2015/07/21-2025/07/20 				
24 	若羽臣 	 	14847935 	第 5 类 	2015/07/21-2025/07/20 				
25 	若羽臣 	 	14848443 	第 28 类 	2015/07/21-2025/07/20 				
26 	若羽臣 	 	14848576 	第 45 类 	2015/07/21-2025/07/20 				
27 	若羽臣 	 	14848643 	第 8 类 	2015/07/21-2025/07/20 				
28 	若羽臣 	 	14853832 	第 18 类 	2015/07/21-2025/07/20 				
29 	若羽臣 	 	14847802 	第 3 类 	2015/07/21-2025/07/20 				
30 	若羽臣 	 	14848004 	第 10 类 	2015/07/21-2025/07/20 				
31 	若羽臣 	 	14848075 	第 12 类 	2015/07/21-2025/07/20 				
32 	若羽臣 	 	14848175 	第 20 类 	2015/07/21-2025/07/20 				
33 	若羽臣 	 	14848277 	第 24 类 	2015/07/21-2025/07/20 				
34 	若羽臣 	 	14848225 	第 21 类 	2015/07/21-2025/07/20 				
35 	若羽臣 	 	14848326 	第 25 类 	2015/07/21-2025/07/20 				
36 	若羽臣 	 	14848380 	第 26 类 	2015/07/21-2025/07/20 				
37 	若羽臣 	 	14848478 	第 35 类 	2015/07/21-2025/07/20 				
序号 	商标权人 	商标样式 	注册号 	核定使用商品 	有效期 				
38 	若羽臣 	 	14848518 	第 42 类 	2015/07/21-2025/07/20 				
									
序号 	软件名称 	著作权人 	登记号 	开发完成日 	首次发表日 				
1 	若羽臣仓库内部运营管理系统V1.0 	若羽臣 	2015SR176245 	2014.11.02 	2014.11.02 				
2 	若羽臣促销活动信息采集管理系统 V1.0 	若羽臣 	2015SR176291 	2015.01.02 	2015.01.03 				
3 	若羽臣电商物流管理软件 V1.0 	若羽臣 	2015SR176288 	2015.06.15 	2015.07.01 				
4 	若羽臣电商自动化结算软件V1.0 	若羽臣 	2015SR176359 	2015.07.10 	2015.07.12 				
5 	若羽臣订单管理系统 V1.0 	若羽臣 	2015SR176915 	2014.02.03 	2014.02.06 				
6 	若羽臣品牌商品推广信息管理系统 V1.0 	若羽臣 	2015SR176362 	2015.03.21 	2015.03.28 				
7 	若羽臣商品效期管理软件 V1.0 	若羽臣 	2015SR176720 	2014.01.18 	2014.01.20 				
8 	基于 IOS APP 电子商务平台开发系统 V1.0 	若羽臣 	2016SR073387 	2015.09.08 	2015.09.17 				
9 	基于安卓 APP 电子商务平台开发系统 V1.0 	若羽臣 	2016SR073358 	2015.09.24 	2015.10.08 				
10 	若羽臣CRM客户管理开发系统V1.0 	若羽臣 	2016SR075366 	2015.10.08 	2015.10.15 				
11 	若羽臣电子商务平台开发系统V1.0 	若羽臣 	2016SR088040 	2015.09.17 	2015.10.15 				
12 	若羽臣分销管理开发系统 V1.0 	若羽臣 	2016SR075109 	2015.10.29 	2015.11.10 				
13 	若羽臣客户社交平台开发系统V1.0 	若羽臣 	2016SR072416 	2015.11.18 	2015.12.16 				
14 	若羽臣移动办公集合开发系统V1.0 	若羽臣 	2016SR075333 	2016.01.06 	2016.01.13 				
15 	实时经营数据统计及大数据营销分析系统 V1.0 	若羽臣 	2016SR075116 	2016.02.02 	2016.02.05 				
16 	若羽臣营销活动管理软件 V1.0 	若羽臣 	2017SR660937 	2017.10.04 	2017.10.06 				
17 	若羽臣渠道运营管理软件 V1.0 	若羽臣 	2017SR660505 	2017.10.16 	2017.10.18 				
序号 	软件名称 	著作权人 	登记号 	开发完成日 	首次发表日 				
18 	若羽臣多仓管理软件 V1.0 	若羽臣 	2017SR664709 	2017.10.01 	2017.10.02 				
19 	若羽臣零售业务经营管理软件V1.0 	若羽臣 	2017SR660484 	2017.10.12 	2017.10.14 				
20 	若羽臣业务数据同步软件系统V1.0 	若羽臣 	2017SR659801 	2017.10.08 	2017.10.10 				
21 	蓓茁电商数据管理系统 V1.0 	广州蓓茁 	2016SR217304 	2016.02.11 	未发表 				
22 	蓓茁客户服务软件 V1.0 	广州蓓茁 	2016SR217174 	2016.02.18 	未发表 				
23 	蓓茁内部资源共享软件 V1.0 	广州蓓茁 	2016SR219905 	2016.04.08 	未发表 				
24 	蓓茁仓储管理软件 V1.0 	广州蓓茁 	2016SR217131 	2016.04.14 	未发表 				
25 	蓓茁电商结算管理软件 V1.0 	广州蓓茁 	2016SR219311 	2016.06.09 	未发表 				
26 	蓓茁订单管理软件 V1.0 	广州蓓茁 	2016SR219077 	2016.04.01 	未发表 				
27 	蓓茁业务管理软件 V1.0 	广州蓓茁 	2016SR219291 	2016.06.15 	未发表 				
28 	蓓茁业务数据同步软件系统V1.0 	广州蓓茁 	2017SR660879 	2017.10.14 	2017.10.16 				
29 	蓓茁多仓管理软件 V1.0 	广州蓓茁 	2017SR660888 	2017.10.04 	2017.10.06 				
30 	蓓茁仓内运营管理软件 V2.0 	广州蓓茁 	2017SR659886 	2017.10.08 	2017.10.10 				
									
序号 	域名名称 	主体 	网站备案/许可证号 	到期日 					
1 	www.gzruoyuchen.com 	若羽臣 	粤 ICP 备 14084690 号-1 	2020 年 4 月 6 日 					
2 	www.ruoyuchen.cn 	若羽臣 	粤 ICP 备 14084690 号-2 	2020 年 9 月 5 日 					
3 	www.rycservice.com 	若羽臣 	粤 ICP 备 14084690 号-3 	2020 年 5 月 6 日 					
4 	www.ryccloud.com 	若羽臣 	粤 ICP 备 14084690 号-4 	2019 年 5 月 3 日 					
5 	www.gzruoyuchen.com.cn 	若羽臣 	粤 ICP 备 14084690 号-5 	2018 年 7 月 22 日 					
6 	www.gzdakoo.com 	广州大可 	粤 ICP 备 17151018 号-1 	2022 年 9 月 22 日 					
									
序号 	出租人 	承租人 	租赁地址 	租赁面积（平方米） 	用途 	租赁期限 	房屋产权证书号 		
1 	广州市明和实业有限公司 	若羽臣 	广州市天河区珠江东路 16 号 3201 房全层单元 	2,216.75 	总部办公场所 	2016.7.1- 2019.6.30 	粤（2016）广州市不动产权第00037186 号 		
2 	广州市明和实业有限公司 	若羽臣 	广州市天河区珠江东路 16 号 3301 房之自编 05 单元 	311.18 	总部办公场所 	2017.10.1- 2019.6.30 	粤（2016）广州市不动产权第00037185 号 		
3 	广州市明和实业有限公司 	若羽臣 	广州市天河区珠江东路 16 号 3401 房之自编 0106A 单元 	528.74 	总部办公场所 	2018.2.14- 2019.6.30 	粤（2016）广州市不动产权第00037184 号 		
4 	广州兴昌机电有限公司 	若羽臣 	广州经济技术开发区永和经济区桑田一路1 号广州兴昌机电有限公司厂房 	18,356.79 	仓库 	2016.8.1- 2018.7.31 	粤房地权证穗字第 0550019205号 		
序号 	出租人 	承租人 	租赁地址 	租赁面积（平方米） 	用途 	租赁期限 	房屋产权证书号 		
5 	周伟民 	若羽臣 	广州市黄埔区黄埔东路 1080 自编 1 栋万科黄埔仓 TI 栋 12 楼 03号 	87.71 	客服办公场所  	2018.3.15- 2021.3.14 	出租人未提供 		
6 	杭州富民投资有限公司 	若羽臣 	杭州市西湖区学院路77 号黄龙国际中心 H楼地上 18 层整层（房号为 01、02、03） 	597.98 	杭州分公司办公场所 	2015.5.10- 2018.5.9 	杭房权证西字第15989373 号 		
									
公司名称 	备案登记表编号 	进出口企业代码 							
若羽臣 	01980603 	4401574030356 							
宁波姿雅惠 	01890625 	3302340496188 							
									
公司名称 	海关注册编码 	有效期 	登记机关 						
若羽臣 	4401963CC1 	长期 	黄埔老港海关 						
宁波姿雅惠 	3302962MJ2 	长期 	宁波海关 						
									
公司名称 	备案类别 	备案号码 	颁发时间 	发证机关 					
若羽臣 	自理企业 	4401614222 	2017 年 3 月 15 日 	广东出入境检验检疫局 					
宁波姿雅惠 	自理企业 	3809600297 	2015 年 8 月 27 日 	宁波出入境检验检疫局 					
									
公司名称 	许可书编号 	许可书编号 	许可范围/经营项目 	有效期 					
若羽臣 	JY14401120012474 	JY14401120012474 	预包装食品销售（不含冷藏冷	2017.10.13-2021.6.27 					
公司名称 	许可书编号 	许可书编号 	许可范围/经营项目 	有效期 					
冻食品），特殊食品销售（保健食品、婴幼儿配方乳粉） 									
批发兼零售：预包装食品（含酒精饮料）；乳制品（含婴幼儿配方乳粉） 	2015.8.12-2018.8.11 								
预包装食品销售（不含冷藏冷冻食品） 	2017.7.24-2022.7.23 								
									
广州酷宝儿 	SP4401061511044771 								
广州蓓茁 	JY14401060220262 								
									
公司名称 	许可书编号 	经营范围 	有效期 						
广州酷宝儿 	新出发穗图批字第4401100581 号 	国内版图书、报纸、期刊、电子出版物、音像制品批发零售 	2016.8.24-2021.3.31 						
									
公司名称 	证书名称及编号/ 备案号 	经营方式 	经营范围 	发证/备案部门 	有效期/ 备案日期 				
若羽臣 	医疗器械经营许可证（粤穗食药监械经营许 20180017 号） 	批零兼营 	III 类 6822 医用光学器具、仪器及内窥镜设备（软性角膜接触镜及护理液） 	广州市食品药品监督管理局 	2017.12.25- 2022.12.24 				
若羽臣 	粤穗食药监械经营备20172760 号 	批零兼营 	II 类医疗器械（不含体外诊断试剂） 	广州市食品药品监督管理局 	2017.12.04 				
									
项目 	2017 年度 	2016 年度 	2015 年度 						
研发投入 	2,219.25 	1,386.41 	944.14 						
营业收入 	67,363.66 	37,818.99 	18,657.97 						
所占比例 	3.29% 	3.67% 	5.06% 						
									
奖项名称 	颁发时间 	颁奖机构 							
天猫母婴 2017 最佳服务商 	2018 年 3 月 	天猫 							
2017 年下半年“五星级服务商” 	2018 年 1 月 	天猫 							
广东省工业和信息化领域电子商务试点单位 	2017 年 9 月 	广东省经济和信息化委员会 							
奖项名称 	颁发时间 	颁奖机构 							
2017 年广东省电子商务“百佳优质服务商” 	2017 年 7 月 	广东省电子商务协会 							
2016 年度品牌营销奖（金服奖） 	2017 年 3 月 	阿里妈妈 							
高新技术企业 	2016 年 11 月 	广东省科学技术厅、广东省财政厅、广东省国家税务局、广东省地方税务局 							
2016 年度最具影响力电商企业 	2016 年 9 月 	广东省电子商务商会 							
广州市企业研发机构 	2016 年 3 月 	广州市科技创新委员会 							
广州市科技创新小巨人企业 	2016 年 6 月 	广州市科技创新委员会 							
2015 年度阿里妈妈营销拍档成长之星 	2016 年 3 月 	阿里妈妈 							
2015 下半年天猫运营服务类淘拍档母婴行业银牌 	2016 年 3 月 	阿里巴巴集团 							
2015 年度极具价值电商服务机构 	2016 年 3 月 	广东省网商协会 							
广东省电子商务示范企业（2015—2016） 	2015 年 12 月 	广东省商务厅 							
中国电商创新成长奖“最佳电商代运营服务”及“最佳网络营销服务” 	2015 年 9 月 	2015 全球互联网经济大会 							
2015 广东省电商企业 100 强 	2015 年 8 月 	广东省电子商务协会 							
									
项目 	2017 年度 	2016 年度 	2015 年度 						
									
研发投入 	2,164.14 	1,386.41 	944.14 						
									
合并报表营业收入 	67,363.66 	37,818.99 	18,657.97 						
所占比例 	3.21% 	3.67% 	5.06% 						
所占比例 	3.21% 	3.67% 	5.06% 						
									
项目 	2017 年度 	2016 年度 	2015 年度 						
									
人员人工 	1,466.73 	912.88 	591.31 						
									
直接投入 	265.29 	142.97 	301.11 						
固定资产折旧费用 	21.60 	29.66 	26.65 						
固定资产折旧费用 	21.60 	29.66 	26.65 						
									
无形资产摊销 	15.82 	36.32 	- 						
									
其他费用 	105.11 	264.59 	25.07 						
境内的外部研发投入额 	289.59 	- 	- 						
境内的外部研发投入额 	289.59 	- 	- 						
合计 	2,164.14 	1,386.41 	944.14 						
									
板块名称 	模块介绍 	主要模块 或功能 	具体内容 						
财务管理 	帮助公司财务管理从会计核算型向经营决策型转变，全面满足日常财务核算、资金管理、预算管理、资产管理、财务报告等财务业务的管理。 	总帐管理 	以凭证处理为主线，提供凭证处理、预提摊销、自动转账、期末调汇、结转损益等会计核算功能，还提供科目预算、科目计息、往来核算、现金流量处理等财务管理功能，以及从总账到凭证的数据联查、多维辅助核算和多调整期间功能，同时为满足公司内各成员企业即时确认往来信息的需要，提供内部往来协同功能，保证内部往来信息的及时性和准确性。 						
财务管理 	帮助公司财务管理从会计核算型向经营决策型转变，全面满足日常财务核算、资金管理、预算管理、资产管理、财务报告等财务业务的管理。 	报表管理 	支持财务报表编制人员快速便捷地出具各种管理报表，提供报表编制、查询、审核、打印、联查和分析等业务管理功能，以及灵活、丰富的取数公式和强大的账表联查功能。 						
财务管理 	帮助公司财务管理从会计核算型向经营决策型转变，全面满足日常财务核算、资金管理、预算管理、资产管理、财务报告等财务业务的管理。 	预算管理 	支持财务人员实现全面有效的预算管理，提供面向公司总部和下属子公司的预算管理系统，通过预算编制、预算调整、预算控制、绩效分析来规划经营活动，做到企业和集团经营的事前规划、事中控制和事后分析评估。 						
财务管理 	帮助公司财务管理从会计核算型向经营决策型转变，全面满足日常财务核算、资金管理、预算管理、资产管理、财务报告等财务业务的管理。 	资金管理 	支持财务人员实现公司资金的整体管理与调配，提供全面的资金统一管理系统，以业务为中心、财务为核心，对资金计划及控制、资金结算、融资、存款、利息计算、资金报表、资金分析等进行一体化管理。 						
供应链管理 	将采购活动与销售、物流以及仓储等环节链接起	采购管理 	帮助采购人员提高工作质量和效率，加强采购业务过程监管，提供从采购申请、订单、收货/入库、退货到付款的业务管理功能，支持供应商、价格、批号等采购业务处理。 						
板块名称 	模块介绍 	主要模块 或功能 	具体内容 						
来，协调公司内外资源共同满足消费者需求。 	库存管理 	支持仓储系统顺利运行，提供入/出库业务、仓存调拨、库存调整、虚仓等业务管理功能，支持批次、物料对应、盘点、即时库存校对等业务管理功能。 							
来，协调公司内外资源共同满足消费者需求。 	采购策略 	使用一系列可控制采购流程的采购策略规则强制推行采购策略。 							
来，协调公司内外资源共同满足消费者需求。 	采购报告 	根据供应商供货能力、配货效率以及采购开支费用等指标生成相关事务报告、分析报告。 							
基于客户行为数据，分析客户需求偏好，减少客户流失现象，提升 店 铺 运 营 效果。 	营销自动化 	支持常规型营销自动化执行；支持多任务、个性化营销方案制定；支持阶段性营销目标制定。 							
