序号 	名称 	立法机构 	生效日期 					
5 	常房权证武字第31001324 号 	87.85 	武进经济开发区湖滨怡景苑 1 幢甲单元 1002 室 	2013-03-27 	南方卫材 	宿舍 	-- 	
6 	常房权证武字第31001302 号 	111.76 	武进经济开发区湖滨怡景苑 10 幢甲单元 1501 室 	2013-03-26 	南方卫材 	宿舍 	-- 	
序号 	房产证编号 	建筑面积（M2） 	座落 	发证时间 	房屋 所有权人 	实际 用途 	他项权 	
7 	常房权证武字第00857550 号 	29,072.42 	武进经济开发区禾香路2-1 号 	2016-01-18 	南方卫材 	注 1 	-- 	
								
出租方 	租赁方 	租赁场地 	是否备案 	租赁用途 	有无产权证书 			
成红 （自然人） 	南方卫材 	武进区湖塘镇新城帝景花园25 幢乙 1802 室 	未备案 	员工居住 	产权证书编号为常房权证武字第00815382 号 			
江苏伟驰建设发展有限公司 	南方卫材 	常州西太湖科技产业园果香路北侧 3.5 亩土地 	未备案 	停车场 	无产权证书 			
常州市滨湖生态城建设有限公司 	南方美邦 	常州西太湖科技产业园长扬路 9 号 C1 号标准厂房二楼东北面约 1,000 平方米厂房 	未备案 	生产经营 	无产权证书 			
郎溪县经济开发区管委会 	安徽南卫 	郎溪经济开发区电力电源 5#标准厂房 1 层约 960 平方米 	备案编号为郎房租 2017 登记备案（01 号） 	生产经营 	产权证书编号为郎房地权证字第15045125 号 			
泰州市三鑫包装器材有限公司 	贵友生物 	富民创业园区 2,056 平方米厂房 	备案编号为（2017）房租证第 001 号 	生产经营 	产权证书编号为姜房权证姜堰字第80055630 号 			
上海主畅创业孵化器管理有限公司 	上海南卫 	上海浦江科技广场 5 号楼 5 楼526-527 室 	未备案 	办公 	产权证书编号为沪房地闵字（2014）第 044688 号 			
上海力德奇塑胶有限公司 	上海南卫 	上海市奉贤区庄行镇大叶公路 2089 号第 3 幢 1071 室 	未备案 	办公 	产权证书编号为沪房地奉字（2008）第 015014 号 			
上海美莲妮化妆品有限公司 	美莲妮生物 	上海市奉贤区庄行镇大叶公路 2058 弄 13 号 	未备案 	生产经营 	产权证书编号为沪房地奉字（2007）第 013389 号 			
								
序号 	设备名称 	数量 （台/条） 	原值 （万元） 	账面价值 （万元） 	成新率 			
1 	涂布机 	14 	724.58 	258.74 	35.71% 			
2 	包装机 	45 	1,061.96 	627.48 	59.09% 			
3 	创可贴设备 	6 	259.93 	70.72 	27.21% 			
4 	包装生产线 	2 	137.13 	49.07 	35.78% 			
5 	不干胶轮转印刷机 	1 	160.00 	84.16 	52.60% 			
6 	电气设备 	1 	33.84 	1.69 	5.00% 			
7 	灭菌器 	6 	157.20 	66.68 	42.42% 			
8 	裁切机 	6 	90.85 	44.23 	48.68% 			
9 	锅炉 	2 	78.00 	3.90 	5.00% 			
10 	药胶生产线 	1 	50.98 	2.55 	5.00% 			
11 	装盒机生产线 	1 	45.30 	26.33 	58.13% 			
12 	鸡眼膏制造机 	1 	42.12 	20.49 	48.65% 			
13 	敷料贴成型机 	1 	39.32 	19.13 	48.65% 			
14 	打孔复合机 	3 	59.34 	23.67 	39.90% 			
15 	医用胶带分切机 	3 	28.03 	22.47 	80.13% 			
16 	浸药机 	1 	24.36 	9.16 	37.59% 			
17 	液相色谱仪 	1 	22.65 	14.06 	62.08% 			
18 	模切机 	2 	29.57 	18.76 	63.44% 			
19 	空调风管机 	2 	16.29 	7.93 	48.65% 			
20 	喷码机 	9 	64.76 	12.67 	19.57% 			
21 	反渗透纯化水设备 	1 	16.07 	11.50 	71.56% 			
22 	无纺布复合机 	1 	15.81 	5.19 	32.85% 			
23 	双行星动力混合机 	1 	15.81 	6.57 	41.54% 			
								
序号 	证书号 	土地坐落 	面积(㎡) 	地类 	使用权期限 	使用权人 	实际 用途 	他项权 
1 	武国用（2013）第 09310 号 	武进经济开发区果香路 1 号 	62,236.40 	工业用地 	2056-07-24 	南方卫材 	生产 经营 	为公司借款提供抵押担保 
序号 	证书号 	土地坐落 	面积(㎡) 	地类 	使用权期限 	使用权人 	实际 用途 	他项权 
2 	武国用（2014）第 24616 号 	武进经济开发区锦程路东侧、长虹路以南 	78,864.40 	工业用地 	2064-06-29 	南方卫材 	注 1 	- 
3 	武国用（2013）第 17328 号 	武进经济开发区湖滨怡景苑 10 幢甲单元1701 室 	53.09 	住宅 	2079-04-27 	南方卫材 	宿舍 	- 
4 	武国用（2013）第 17303 号 	武进经济开发区湖滨怡景苑 1幢乙单元 601室 	41.73 	住宅 	2079-04-27 	南方卫材 	宿舍 	- 
5 	武国用（2013）第 17326 号 	武进经济开发区湖滨怡景苑 1幢乙单元 701室 	41.73 	住宅 	2079-04-27 	南方卫材 	宿舍 	- 
6 	武国用（2013）第 17304 号 	武进经济开发区湖滨怡景苑 1 幢甲单元1002 室 	41.73 	住宅 	2079-04-27 	南方卫材 	宿舍 	- 
7 	武国用（2013）第 17305 号 	武进经济开发区湖滨怡景苑 10 幢甲单元1501 室 	53.09 	住宅 	2079-04-27 	南方卫材 	宿舍 	- 
8 	武国用（2016）第 02073 号 	武进经济开发区禾香路 2-1 号 	29,651.60 	工业 	2056-07-03 	南方卫材 	注 2 	- 
9 	郎国用（2015）第 2029 号 	郎溪经济开发区复兴路 	136,335.00 	工业 	2065-09 	安徽南卫 	注 3 	- 
								
序号 	注册号 	商标 	商标申请人 	注册有效期 	类别 			
1 	1087235 	 	南方卫材 	2007-08-28 至 2017-08-27 	5 			
2 	1087253 	 	南方卫材 	1997-08-28 至 2017-08-27 	5 			
3 	1273172 	 	南方卫材 	2009-05-14 至 2019-05-13 	22 			
4 	3813214 	 	南方卫材 	2016-04-07 至 2026-04-06 	5 			
5 	6800990 	 	南方卫材 	2010-08-14 至 2020-08-13 	5 			
6 	8295853 	 	南方卫材 	2011-05-14 至 2021-05-13 	5 			
7 	9903692 	 	南方卫材 	2012-10-28 至 2022-10-27 	3 			
8 	9903973 	 	南方卫材 	2012-12-21 至 2022-12-20 	5 			
9 	9904040 	 	南方卫材 	2012-11-07 至 2022-11-06 	10 			
10 	9904172 	 	南方卫材 	2013-04-28 至 2023-04-27 	5 			
11 	9904232 	 	南方卫材 	2012-11-07 至 2022-11-06 	28 			
12 	9904284 	 	南方卫材 	2012-11-07 至 2022-11-06 	3 			
序号 	注册号 	商标 	商标申请人 	注册有效期 	类别 			
13 	9904317 	 	南方卫材 	2012-11-07 至 2022-11-06 	3 			
14 	9904365 	 	南方卫材 	2012-11-07 至 2022-11-06 	3 			
15 	9904583 	 	南方卫材 	2012-11-07 至 2022-11-06 	3 			
16 	9904627 	 	南方卫材 	2013-06-28 至 2023-06-27 	3 			
17 	9908094 	 	南方卫材 	2012-11-07 至 2022-11-06 	5 			
18 	9908114 	 	南方卫材 	2012-11-07 至 2022-11-06 	5 			
19 	9908159 	 	南方卫材 	2013-01-28 至 2023-01-27 	5 			
20 	9908203 	 	南方卫材 	2013-01-28 至 2023-01-27 	5 			
21 	9908453 	 	南方卫材 	2012-11-07 至 2022-11-06 	10 			
22 	9908488 	 	南方卫材 	2012-11-07 至 2022-11-06 	10 			
23 	9912849 	 	南方卫材 	2012-11-07 至 2022-11-06 	28 			
24 	9912863 	 	南方卫材 	2012-11-07 至 2022-11-06 	28 			
25 	9912877 	 	南方卫材 	2012-11-21 至 2022-11-20 	28 			
26 	9912893 	 	南方卫材 	2012-11-21 至 2022-11-20 	28 			
27 	9912974 	 	南方卫材 	2013-01-07 至 2023-01-06 	3 			
28 	9912999 	 	南方卫材 	2013-07-28 至 2023-07-27 	3 			
序号 	注册号 	商标 	商标申请人 	注册有效期 	类别 			
29 	9913055 	 	南方卫材 	2014-05-14 至 2024-05-13 	5 			
30 	9917871 	 	南方卫材 	2013-09-07 至 2023-09-06 	5 			
31 	9917879 	 	南方卫材 	2013-09-07 至 2023-09-06 	5 			
32 	9917921 	 	南方卫材 	2013-02-21 至 2023-02-20 	28 			
33 	9917928 	 	南方卫材 	2012-11-07 至 2022-11-06 	28 			
34 	9917940 	 	南方卫材 	2012-11-07 至 2022-11-06 	28 			
35 	12249216 	 	南方卫材 	2014-10-07 至 2024-10-06 	3 			
36 	12249306 	 	南方卫材 	2014-10-07 至 2024-10-06 	5 			
37 	12249356 	 	南方卫材 	2014-08-21 至 2024-08-20 	28 			
38 	12225689 	 	南卫运动 	2015-03-28 至 2025-03-27 	5 			
39 	12225702 	 	南卫运动 	2014-08-14 至 2024-08-13 	5 			
40 	12225719 	 	南卫运动 	2014-08-14 至 2024-08-13 	10 			
41 	12225733 	 	南卫运动 	2014-08-14 至 2024-08-13 	10 			
42 	12225750 	 	南卫运动 	2014-08-14 至 2024-08-13 	28 			
43 	12228997 	 	南卫运动 	2015-03-28 至 2025-03-27 	5 			
序号 	注册号 	商标 	商标申请人 	注册有效期 	类别 			
44 	12229020 	 	南卫运动 	2014-08-14 至 2024-08-13 	28 			
45 	8408031 	 	贵友生物 	2011-06-28 至 2021-06-27 	3 			
46 	8408041 	 	贵友生物 	2011-06-28 至 2021-06-27 	3 			
47 	8408062 	 	贵友生物 	2011-06-28 至 2021-06-27 	5 			
48 	8408067 	 	贵友生物 	2011-06-28 至 2021-06-27 	5 			
49 	8408091 	 	贵友生物 	2011-06-28 至 2021-06-27 	10 			
50 	8408087 	 	贵友生物 	2011-06-28 至 2021-06-27 	10 			
51 	8408104 	 	贵友生物 	2011-06-28 至 2021-06-27 	10 			
								
序号 	商标内容 	注册证号 /申请号 	类别 	有效期限 				
1 	 	15034546 	3 	至 2025.08.13 				
2 	 	15034712 	5 	至 2025.09.27 				
3 	 	15034681 	10 	至 2025.09.27 				
4 	 	15034793 	28 	至 2025.08.13 				
5 	 	15034742 	35 	至 2025.08.13 				
6 	 	13989738 	35 	至 2025.05.06 				
7 	 	13989719 	35 	至 2025.07.20 				
8 	 	13989678 	10 	至 2025.03.06 				
9 	 	13989645 	5 	至 2025.03.06 				
10 	 	13989619 	3 	至 2025.08.13 				
11 	 	13989699 	28 	至 2025.08.13 				
								
序号 	专利号 	专利名称 	专利类型 	申请日期 	授权日期 	专利权人 		
1 	ZL201210179804.3 	甘露糖修饰的固体脂质纳米粒复合凝胶及其制备方法 	发明 	2012/05/30 	2013/06/05 	浙江大学、 南方卫材 		
2 	ZL201110289246.1 	一种高吸水率水凝胶及其制备方法 	发明 	2011/09/27 	2013/10/31 	浙江大学、 南方卫材 		
3 	ZL201020176148.8 	可调式波浪刀具的涂胶设备 	实用新型 	2010/04/30 	2010/11/24 	南方卫材 		
4 	ZL201020176127.6 	引流管贴 	实用新型 	2010/04/30 	2010/12/01 	南方卫材 		
5 	ZL201020176175.5 	万向精密调整模架 	实用新型 	2010/04/30 	2010/12/01 	南方卫材 		
6 	ZL201020176139.9 	吹孔气刀 	实用新型 	2010/04/30 	2010/12/01 	南方卫材 		
7 	ZL201020176172.1 	浸药设备 	实用新型 	2010/04/30 	2010/12/01 	南方卫材 		
8 	ZL201020176164.7 	逆向吻涂涂布机 	实用新型 	2010/04/30 	2010/12/01 	南方卫材 		
9 	ZL201020176130.8 	双翼飞轮式搅拌机 	实用新型 	2010/04/30 	2010/12/29 	南方卫材 		
10 	ZL201120260984.9 	防护套 	实用新型 	2011/07/22 	2012/02/22 	南方卫材 		
11 	ZL201120261195.7 	通气鼻贴 	实用新型 	2011/07/22 	2012/02/22 	南方卫材 		
12 	ZL201120260956.7 	双面微孔膏药贴 	实用新型 	2011/07/22 	2012/03/14 	南方卫材 		
13 	ZL201120261218.4 	EVA 膜创口贴 	实用新型 	2011/07/22 	2012/03/14 	南方卫材 		
14 	ZL201220479414.3 	胶布打孔用刀具 	实用新型 	2012/09/19 	2013/04/24 	南方卫材 		
15 	ZL201220479525.4 	胶布打孔专用设备 	实用新型 	2012/09/19 	2013/04/24 	南方卫材 		
16 	ZL201420866843.5 	敷料贴快速浸药装置 	实用新型 	2014/12/31 	2015/05/20 	南方卫材 		
序号 	专利号 	专利名称 	专利类型 	申请日期 	授权日期 	专利权人 		
17 	ZL201420868814.2 	纯棉花垫新颖自粘眼贴 	实用新型 	2014/12/31 	2015/05/20 	南方卫材 		
18 	ZL201420870896.4 	高粘度胶浆搅拌装置 	实用新型 	2014/12/31 	2015/05/20 	南方卫材 		
19 	ZL201520184338.7 	一种抗过敏透气医用胶布的生产设备 	实用新型 	2015/03/30 	2015/08/26 	南方卫材 		
20 	ZL201520628493.3 	一种多功能急救包 	实用新型 	2015/08/19 	2015/12/16 	南方卫材 		
21 	ZL201520628991.8 	一种车载应急包 	实用新型 	2015/08/19 	2015/12/16 	南方卫材 		
22 	ZL201530312439.3 	车载应急包 	外观设计 	2015/08/19 	2015/12/16 	南方卫材 		
23 	ZL201530312480.0 	多功能急救包 	外观设计 	2015/08/19 	2016/01/20 	南方卫材 		
24 	ZL201530189284.9 	肌能贴（彩虹） 	外观设计 	2015/06/11 	2015/11/11 	南方美邦 		
25 	ZL201530189292.3 	肌能贴（紫格） 	外观设计 	2015/06/11 	2015/11/11 	南方美邦 		
26 	ZL201530189341.3 	肌能贴（碎花） 	外观设计 	2015/06/11 	2015/11/11 	南方美邦 		
27 	ZL201530189277.9 	护臂（蓝色螺纹） 	外观设计 	2015/06/11 	2015/11/11 	南方美邦 		
28 	ZL201530189281.5 	护臂（七彩烟花） 	外观设计 	2015/06/11 	2015/11/11 	南方美邦 		
29 	ZL201620501721.5 	中药贴膏剂生产设备 	实用新型 	2016/05/27 	2016/12/21 	南方卫材 		
30 	ZL201620509083.1 	运动肌贴 	实用新型 	2016/05/30 	2017/01/18 	南方卫材 		
31 	ZL201620505920.3 	医用留置针胶带 	实用新型 	2016/05/30 	2017/01/18 	南方卫材 		
32 	ZL201620501373.1 	通气鼻贴 	实用新型 	2016/05/27 	2017/02/15 	南方卫材 		
33 	ZL201620497683.0 	贴膏剂基材清洁消毒设备 	实用新型 	2016/05/28 	2017/02/15 	南方卫材 		
								
序号 	产品名称 	批准文号 	发证日期 	有效期 	产品类型 	所属公司 		
1 	伤湿解痛膏 	国药准字 Z32020115 	2002/06/21 	2020/08/27 	药品 	南方卫材 		
2 	水杨酸苯酚贴膏 	国药准字 H32026244 	2003/03/25 	2020/08/27 	药品 	南方卫材 		
3 	关节止痛膏 	国药准字 Z32020650 	2002/06/21 	2020/08/27 	药品 	南方卫材 		
								
序号 	产品名称 	批准文号 	发证日期 	有效期 	产品类型 	所属公司 		
1 	一次性伤口敷料 	苏食药监械（准）字 2014第 2641165 号 	2014/08/22 	2019/08/21 	二类医疗器械 	南方卫材 		
2 	藻酸盐伤口敷料 	苏械注准 20162641357 	2016/12/01 	2021/11/30 	二类医疗器械 	南方卫材 		
3 	甲壳胺伤口敷料 	苏食药监械（准）字 2014第 2641234 号 	2014/09/05 	2019/09/04 	二类医疗器械 	南方卫材 		
4 	纱布块 	苏械注准 20152640156 	2015/02/02 	2020/02/01 	二类医疗器械 	南方卫材 		
5 	急救包 	苏常食药监械（准）字2013 第 1640170 号（更2013-01） 	2013/10/08 	2017/07/25 	一类医疗器械 	南方卫材 		
6 	无菌创可贴 	苏械注准 20152641305 	2015/12/10 	2020/12/09 	二类医疗器械 	南方卫材 		
7 	输液贴 	苏械注准 20152641304 	2015/12/10 	2020/12/09 	二类医疗器械 	南方卫材 		
序号 	产品名称 	批准文号 	发证日期 	有效期 	产品类型 	所属公司 		
8 	碘伏消毒湿巾 	苏械注准 20152641306 	2015/12/10 	2020/12/09 	二类医疗器械 	南方卫材 		
9 	三角巾敷料包 	苏械注准 20162640175 	2016/03/09 	2021/03/08 	二类医疗器械 	南方卫材 		
10 	聚乙烯醇海绵敷料棒 	苏械注准 20162640794 	2016/08/16 	2021/08/15 	二类医疗器械 	南方卫材 		
11 	压敏胶带 	苏常械备 20153031 号 	2016/02/25 	长期 	一类医疗器械 	南方卫材 		
12 	绑扎胶布 	苏常械备 20153021 号 	2015/02/11 	长期 	一类医疗器械 	南方卫材 		
13 	弹性绷带 	苏常械备 20153024 号 	2015/02/11 	长期 	一类医疗器械 	南方卫材 		
14 	弹力绷带 	苏常械备 20153023 号 	2015/07/02 	长期 	一类医疗器械 	南方卫材 		
15 	透气胶带 	苏常械备 20153029 号 	2017/02/15 	长期 	一类医疗器械 	南方卫材 		
16 	医用退热贴 	苏常械备 20143001 号 	2014/09/10 	长期 	一类医疗器械 	南方卫材 		
17 	造口袋 	苏常械备 20153002 号 	2015/01/05 	长期 	一类医疗器械 	南方卫材 		
18 	橡皮膏 	苏常械备 20153030 号 	2015/09/24 	长期 	一类医疗器械 	南方卫材 		
19 	创口贴 	苏常械备 20153022 号 	2016/10/27 	长期 	一类医疗器械 	南方卫材 		
20 	棉布创可贴 	苏常械备 20153027 号 	2015/02/11 	长期 	一类医疗器械 	南方卫材 		
21 	透气创可贴 	苏常械备 20153028 号 	2015/02/11 	长期 	一类医疗器械 	南方卫材 		
22 	防水创可贴 	苏常械备 20153026 号 	2016/03/28 	长期 	一类医疗器械 	南方卫材 		
23 	弹性创可贴 	苏常械备 20153025 号 	2016/02/25 	长期 	一类医疗器械 	南方卫材 		
24 	医用冷敷贴 	苏常械备 20150386 号 	2015/12/01 	长期 	一类医疗器械 	南方卫材 		
25 	透气创可贴 	苏泰械备 20150205 号 	2015/08/06 	长期 	一类医疗器械 	泰州南卫 		
26 	防水创可贴 	苏泰械备 20150204 号 	2015/08/06 	长期 	一类医疗器械 	泰州南卫 		
27 	弹性创可贴 	苏泰械备 20150203 号 	2015/08/06 	长期 	一类医疗器械 	泰州南卫 		
28 	透气创可贴 	苏泰械备 20150080 号 	2015/03/16 	长期 	一类医疗器械 	贵友生物 		
29 	防水创可贴 	苏泰械备 20150079 号 	2015/03/16 	长期 	一类医疗器械 	贵友生物 		
30 	弹性创可贴 	苏泰械备 20150078 号 	2015/03/16 	长期 	一类医疗器械 	贵友生物 		
31 	弹性绷带 	苏常械备 20143002 号 	2014/09/10 	长期 	一类医疗器械 	南方美邦 		
32 	绑扎胶布 	苏常械备 20143003 号 	2014/09/10 	长期 	一类医疗器械 	南方美邦 		
33 	弹力绷带 	苏常械备 20143004 号 	2014/09/10 	长期 	一类医疗器械 	南方美邦 		
34 	弹力绷带 	苏常械备 20143005 号 	2014/09/10 	长期 	一类医疗器械 	南方美邦 		
35 	绑扎胶布 	皖宣械备 20150001 号 	2015/02/13 	长期 	一类医疗器械 	安徽南卫 		
36 	压敏胶带 	皖宣械备 20150002 号 	2015/02/13 	长期 	一类医疗器械 	安徽南卫 		
37 	橡皮膏 	皖宣械备 20150003 号 	2015/02/13 	长期 	一类医疗器械 	安徽南卫 		
38 	透气胶带 	皖宣械备 20150004 号 	2015/02/13 	长期 	一类医疗器械 	安徽南卫 		
39 	弹性绷带 	皖宣械备 20150005 号 	2015/02/13 	长期 	一类医疗器械 	安徽南卫 		
40 	弹力绷带（自粘型） 	皖宣械备 20150006 号 	2015/02/13 	长期 	一类医疗器械 	安徽南卫 		
41 	弹性创可贴 	皖宣械备 20160016 号 	2017/03/06 	长期 	一类医疗器械 	安徽南卫 		
42 	棉布创可贴 	皖宣械备 20160017 号 	2017/03/06 	长期 	一类医疗器械 	安徽南卫 		
43 	透气创可贴 	皖宣械备 20160018 号 	2017/03/06 	长期 	一类医疗器械 	安徽南卫 		
44 	创口贴 	皖宣械备 20160019 号 	2017/03/06 	长期 	一类医疗器械 	安徽南卫 		
45 	防水创可贴 	皖宣械备 20160020 号 	2017/03/06 	长期 	一类医疗器械 	安徽南卫 		
								
序号 	产品名称 	批准文号 	发证日期 	有效期 	产品类型 	所属公司 		
1 	兰盾牌爽足笔 	苏 G 妆网备字2014001693 	2014/11/25 	长期 	化妆品 	南方美邦 		
2 	兰盾牌健甲笔 	苏 G 妆网备字2014001463 	2014/11/19 	长期 	化妆品 	南方美邦 		
3 	兰盾牌爽足喷剂 	苏 G 妆网备字2014001617 	2014/11/20 	长期 	化妆品 	南方美邦 		
4 	兰盾牌健甲液 	苏 G 妆网备字2015003826 	2015/10/16 	长期 	化妆品 	南方美邦 		
5 	兰盾牌皮肤修护喷剂 	苏 G 妆网备字2015004344 	2015/12/02 	长期 	化妆品 	南方美邦 		
6 	甲适乐牌健甲笔 	苏 G 妆网备字2015004430 	2015/12/14 	长期 	化妆品 	南方美邦 		
7 	甲适乐牌健甲液 	苏 G 妆网备字2015004425 	2015/12/14 	长期 	化妆品 	南方美邦 		
8 	i say：牌女性舒缓保湿露 	苏 G 妆网备字2015004529 	2015/12/18 	长期 	化妆品 	南方美邦 		
9 	i say：牌女性泡沫护理液 	苏 G 妆网备字2015004584 	2015/12/22 	长期 	化妆品 	南方美邦 		
								
序号 	签订日期 	委托生产产品名称 	批准文号 	委托方 				
1 	2016/07/11 	云南白药创可贴 	国药准字 Z20073016 	云南白药集团无锡药业有限公司 				
2 	2016/09/20 	一枝蒿伤湿祛痛膏 	国药准字 Z53021362 	云南白药集团股份有限公司 				
3 	2016/09/20 	关节止痛膏 	国药准字 Z53021176 	云南白药集团股份有限公司 				
4 	2016/09/20 	伤湿止痛膏 	国药准字 Z53020749 	云南白药集团股份有限公司 				
5 	2016/09/20 	消炎镇痛膏 	国药准字 Z53020756 	云南白药集团股份有限公司 				
序号 	签订日期 	委托生产产品名称 	批准文号 	委托方 				
6 	2016/09/20 	麝香跌打风湿膏 	国药准字 Z53021360 	云南白药集团股份有限公司 				
7 	2016/04/15 	弹性创可贴 	滇昆械备 20140015 号 	云南白药集团股份有限公司 				
8 	2016/08/16 	绑扎胶布 	沪闵械备 20150019 号 	上海卫生材料厂有限公司 				
9 	2016/08/16 	透气胶带 	沪闵械备 20150024 号 	上海卫生材料厂有限公司 				
10 	2016/08/16 	丝绸布胶带 	沪闵械备 20150022 号 	上海卫生材料厂有限公司 				
11 	2016/08/16 	弹力绷带（自粘型） 	沪闵械备 20160004 号 	上海卫生材料厂有限公司 				
12 	2016/08/16 	医用橡皮膏 	沪闵械备 20150030 号 	上海卫生材料厂有限公司 				
13 	2016/08/16 	肛门袋 	沪闵械备 20150005 号 	上海卫生材料厂有限公司 				
14 	2015/01/15 	骨刺祛痛膏 	国药准字 Z20026823 	杨凌生物医药科技股份有限公司 				
15 	2015/01/15 	归麻止痛膏 	国药准字 Z61020235 	杨凌生物医药科技股份有限公司 				
16 	2015/01/15 	香桂活血膏 	国药准字 Z61020236 	杨凌生物医药科技股份有限公司 				
17 	2015/01/15 	伤湿止痛膏 	国药准字 Z61020272 	杨凌生物医药科技股份有限公司 				
18 	2015/01/15 	消炎镇痛膏 	国药准字 Z61021664 	杨凌生物医药科技股份有限公司 				
19 	2016/12/01 	防水创可贴 	桂桂械备 20150020 号 	桂林天和药业伊维有限公司 				
20 	2016/04/15 	创口贴 	滇昆械备 20160002 号 	云南白药集团股份有限公司 				
21 	2016/09/26 	透气创可贴 	桂桂械备 20150021 号 	桂林天和药业伊维有限公司 				
								
序号 	编号 	药品名称 	药品批准文号 	有效期 	核发单位 			
1 	苏 WT20160032 	云南白药创可贴 	国药准字Z20073016 	2016/08/01 至 2018/07/31 	江苏省食品药品监督管理局 			
2 	滇 WT20170003 	关节止痛膏 	国药准字 Z53021176 	2016/12/28 至 2018/12/27 	云南省食品药品监督管理局 			
3 	滇 WT20170004 	伤湿止痛膏 	国药准字 Z53020749 	2016/12/28 至 2018/12/27 	云南省食品药品监督管理局 			
4 	滇 WT20170005 	一支蒿伤湿祛痛膏 	国药准字 Z53021362 	2016/12/28 至 2018/12/27 	云南省食品药品监督管理局 			
序号 	编号 	药品名称 	药品批准文号 	有效期 	核发单位 			
5 	滇 WT20170006 	消炎镇痛膏 	国药准字 Z53020756 	2016/12/28 至 2018/12/27 	云南省食品药品监督管理局 			
6 	滇 WT20170007 	麝香跌打风湿膏 	国药准字 Z53021360 	2016/12/28 至 2018/12/27 	云南省食品药品监督管理局 			
7 	陕 WT20150027 	骨刺祛痛膏 	国药准字Z20026823 	2015/11/24 至 2017/11/23 	陕西省食品药品监督管理局 			
8 	陕 WT20150026 	归麻止痛膏 	国药准字Z61020235 	2015/11/24 至 2017/11/23 	陕西省食品药品监督管理局 			
9 	陕 WT20150025 	香桂活血膏 	国药准字Z61020236 	2015/11/24 至 2017/11/23 	陕西省食品药品监督管理局 			
10 	陕 WT20150024 	伤湿止痛膏 	国药准字Z61020272 	2015/11/24 至 2017/11/23 	陕西省食品药品监督管理局 			
11 	陕 WT20150023 	消炎镇痛膏 	国药准字Z61021664 	2015/11/24 至 2017/11/23 	陕西省食品药品监督管理局 			
								
序号 	产品出口国 	销售资质 	是否具备资质 	备注 				
1 	美国、加拿大、以色列 	FDA、CE、ISO 	是 	- 				
2 	日本 	厚生省注册、CE、ISO 	是 	- 				
3 	欧盟 20 个国家、东南亚、非洲、南美等 	CE、ISO 	是 	- 				
4 	尼日利亚、坦桑尼亚、哈萨克斯坦、阿根廷、泰国 	CE、ISO、自由销售证书或使馆认证 	是 	这些国家除需要 CE、ISO 证书外，还要求每个订单具备自由销售证书或使馆认证 				
								
技术类型 	具体特征及主要成就 							
技术类型 	具体特征及主要成就 							
粘胶吹孔技术 	通过改善粘胶成分，同时改变胶面走向、设置吹气装置，提升脚面透气孔的品质和持久性，提高透气性，减少产品带来的过敏问题。该技术已申请“吹孔气刀”及“一种抗过敏透气医用胶布的生产设备”专利，已广泛应用于创可贴、胶布胶带等透皮性产品。 							
高吸水率水凝胶制备技术 	通过机械搅拌、氮气保护，将聚乙烯醇溶解于部分水中，再分批加入引发剂、交联剂，得到高吸水率水凝胶。该技术已申请相关专利，已广泛应用于水凝胶退热贴等产品。 							
贴膏剂的生产设备及工艺 	运用新型原料及打孔技术，代替原技术，降低原贴膏剂产品过敏性，提高透气性。该技术已申请“双面微孔膏药贴”及“双翼飞轮搅拌机”专利，已广泛应用于各类贴膏剂等产品。 							
EVA 膜创口贴 	EVA 薄膜内表面的中段黏着有护创层，EVA 薄膜上还开设有防水的透气微孔。采用 EVA 薄膜层代替现有创可贴的胶布层，体积轻薄，防水性能及轻便性能良好。已申请“EVA 膜创口贴”专利，已广泛应用于抑菌创可贴等产品。 							
浸药技术 	运用自主研发的浸药设备，保证了药物的充分浸透，挤压力的调整保证了药物含量的达标，使得敷料易于干燥而且药性保持良好。该技术已申请“浸药设备”专利，并已广泛应用于各种贴膏剂产品。 							
丝绸透气胶带打孔技术 	采用自主研发滚动打孔技术代替原来冲孔老旧技术，使得产品打孔高速、均匀、连贯。该技术已申请“胶布打孔专用设备”和“胶布打孔用刀具”专利，现已在医用丝绸透气胶带胶布等产品中应用。 							
万向精密调整模架 	运用新型胶带的涂胶设备技术，可精确调整上胶角度和胶量，使得胶面的气孔大小能够有效控制，以节约投入的成本。该技术已申请“万向精密调整模架”专利，已广泛应用于胶布、胶带、运动胶布、运动胶带等产品中。 							
水胶体敷料技术 	采用高吸水性凝胶基质，吸收创面渗液，保持创面湿润，隔绝空气以及黄芪甲苷，具有加速皮肤再生或抑制疤痕形成的的作用。该技术已申请“甘露糖修饰的固体脂质纳米粒复合凝胶及其制备方法”专利技术，开始应用于水凝胶伤口敷料及水凝胶中药敷料等产品。 							
无纺布胶带胶粘及涂胶工艺 	采用多种胶粘剂和工艺进行生产，使产品的涂胶面布满透气孔，使用水性环保隔离剂和胶粘剂，克服了原产品遇水易脱落的缺陷，并且增加了透气性，减少了过敏机率，降低了车间环境污染和安全隐患，节约了人力成本。该技术已广泛应用于医用透气胶带等产品。 							
								
序号 	研发项目 	进展情况 	拟达到的目标 	项目级别 				
1 	新型外用/透皮制剂的合作开发 	对贴剂的稳定性进行考察 	采用苯乙烯系嵌段共聚体等新型材料，通过处方优化，制备新型压敏胶贴片，对贴膏剂的处方工艺设计、皮肤刺激性、稳定性到药效学展开全面系统研究，以期得到安全、无刺激、黏附性能好、符合临床治疗要求的贴膏剂。 	合作研发 				
