5 	沈阳盛世赢佳机车车辆配件有限公司 	471.96 	1.56% 	轨道交通空调 	洽谈议价 	成本及类似项目售价 	否 				
6 	天津电力机车有限公司 	444.44 	1.47% 	维护维修 	洽谈议价 	年度谈判定价 	否 				
7 	沈阳地铁集团有限公司运营分公司 	245.37 	0.81% 	维护维修 	招标 	成本及类似项目售价 	否 				
8 	浙江博阳压缩机有限公司 	143.64 	0.48% 	汽车控制器 	洽谈议价 	年度谈判定价 	否 				
9 	江苏今创车辆有限公司 	119.04 	0.39% 	轨道交通空调 	洽谈议价 	成本和市场对比 	否 				
10 	成都市新筑路桥机械股份有限公司 	93.32 	0.31% 	轨道交通空调 	招标 	成本和市场对比 	否 				
合 计 	合 计 	29,783.03 	98.52% 	- 	- 	- 	- 				
其中中车系客户*具体包括： 	其中中车系客户*具体包括： 	其中中车系客户*具体包括： 	其中中车系客户*具体包括： 	其中中车系客户*具体包括： 	其中中车系客户*具体包括： 	其中中车系客户*具体包括： 	其中中车系客户*具体包括： 				
1-1 	中车长春轨道客车股份有限公司 	9,399.53 	31.09% 	轨道交通空调 	招标 	成本及类似项目售价 	否 				
1-2 	南京中车浦镇城轨车辆有限责任公司 	5,900.66 	19.52% 	轨道交通空调 	招标 	成本及类似项目售价 	否 				
1-3 	中车唐山机车车辆有限公司 	3,581.04 	11.85% 	轨道交通空调 	招标 	成本及类似项目售价 	否 				
1-4 	中车株洲电力机车有限公司 	2,916.03 	9.65% 	轨道交通空调 	招标 	成本及类似项目售价 	否 				
1-5 	中车大连机车车辆有限公司 	1,318.32 	4.36% 	轨道交通空调 	招标 	成本及类似项目售价 	否 				
1-6 	中车青岛四方机车车辆股份有限公司 	965.33 	3.19% 	轨道交通空调 	招标 	成本及类似项目售价 	否 				
1-7 	苏州中车轨道交通车辆有限公司 	680.77 	2.25% 	轨道交通空调 	招标 	成本及类似项目售价 	是 				
1-8 	泉州中车唐车轨道车辆有限公司 	403.68 	1.34% 	轨道交通空调 	招标 	成本及类似项目售价 	否 				
序号 	客户名称 	销售收入 	占营业收入比例 	销售内容 	销售定价 	主要定价依据 	是否新增客户 				
1-9 	中车系其他公司 	255.22 	0.84% 	- 	- 	- 	- 				
合计 	合计 	25,420.58 	84.09% 	- 	- 	- 	- 				
2015 年度 	2015 年度 	2015 年度 	2015 年度 	2015 年度 	2015 年度 	2015 年度 	2015 年度 				
1 	中车系客户* 	12,518.42 	76.10% 	- 	- 	- 	- 				
2 	台湾永翊泰股份有限公司 	1,194.13 	7.26% 	家用控制器 	洽谈议价 	年度谈判定价 	否 				
3 	意大利 OLIMPIA 空调公司 	450.79 	2.74% 	家用控制器 	洽谈议价 	年度谈判定价 	否 				
4 	北京精雕科技集团有限公司 	418.58 	2.54% 	工业控制器 	洽谈议价 	年度谈判定价 	否 				
5 	沈阳地铁集团有限公司运营分公司 	331.17 	2.01% 	维护维修 	招标 	成本及类似项目售价 	否 				
6 	上海威乐汽车空调器有限公司 	271.13 	1.65% 	汽车控制器 	议价 	年度谈判定价 	否 				
7 	沈阳盛世赢佳机车车辆配件有限公司 	168.04 	1.02% 	轨道交通空调 	洽谈议价 	成本及类似项目售价 	否 				
8 	天津电力机车有限公司 	165.56 	1.01% 	维护维修 	洽谈议价 	年度谈判定价 	否 				
9 	中国铁路济南局集团有限公司科学技术研究所 	163.08 	0.99% 	轨道交通空调 	洽谈议价 	成本和市场对比 	否 				
10 	江苏今创车辆有限公司 	105.23 	0.64% 	轨道交通空调 	洽谈议价 	成本和市场对比 	否 				
合 计 	合 计 	15,786.14 	95.96% 	- 	- 	- 	- 				
其中中车系客户*具体包括： 	其中中车系客户*具体包括： 	其中中车系客户*具体包括： 	其中中车系客户*具体包括： 	其中中车系客户*具体包括： 	其中中车系客户*具体包括： 	其中中车系客户*具体包括： 	其中中车系客户*具体包括： 				
1-1 	中车长春轨道客车股份有限公司 	3,013.57 	18.32% 	轨道交通空调 	招标 	成本及类似项目售价 	否 				
1-2 	泉州中车唐车轨道车辆有限公司 	2,594.78 	15.77% 	轨道交通空调 	招标 	成本及类似项目售价 	否 				
1-3 	中车株洲电力机车有限公司 	2,472.79 	15.03% 	轨道交通空调 	招标 	成本及类似项目售价 	否 				
1-4 	中车青岛四方机车车辆股份有限公司 	1,532.02 	9.31% 	轨道交通空调 	招标 	成本及类似项目售价 	否 				
1-5 	中车大连机车车辆有限公司 	1,389.58 	8.45% 	轨道交通空调 	招标 	成本及类似项目售价 	否 				
1-6 	南京中车浦镇城轨车辆有限责任公司 	982.17 	5.97% 	轨道交通空调 	招标 	成本及类似项目售价 	是 				
1-7 	中车唐山机车车辆有限公司 	298.51 	1.81% 	轨道交通空调 	招标 	成本及类似项目售价 	否 				
1-8 	中车系其他公司 	234.98 	1.43% 	- 	- 	- 	- 				
合 计 	合 计 	12,518.42 	76.10% 	- 	- 	- 	 				
											
项 目 	2017 年 	2017 年 	2016 年 	2016 年 	2015 年 	2015 年 					
项 目 	金额 	占比 	金额 	占比 	金额 	占比 					
电子器件类 	3,732.09 	15.96% 	3,285.21 	17.54% 	1,488.15 	16.46% 					
风机类 	2,628.97 	11.24% 	1,917.01 	10.24% 	991.50 	10.97% 					
电气类 	3,077.28 	13.16% 	2,867.86 	15.31% 	1,286.09 	14.23% 					
压缩机类 	2,248.81 	9.62% 	1,502.81 	8.02% 	792.28 	8.76% 					
结构件类 	2,028.38 	8.67% 	1,388.84 	7.42% 	588.86 	6.51% 					
风阀类 	1,066.78 	4.56% 	872.22 	4.66% 	364.38 	4.03% 					
整机机壳类 	1,307.57 	5.59% 	1,482.64 	7.92% 	695.90 	7.70% 					
钣材类 	1,380.43 	5.90% 	650.74 	3.47% 	449.84 	4.98% 					
模块类 	1,032.31 	4.41% 	888.38 	4.74% 	574.90 	6.36% 					
其他 	4.883.35 	20.88% 	3,872.36 	20.68% 	1,808.43 	20.00% 					
合计 	23,385.97 	100.00% 	18,728.09 	100.00% 	9,040.33 	100.00% 					
											
项 目 	计量单位 	2017 年 	2016 年 	2015 年 							
电子器件类 	件 	0.98 	0.96 	0.59 							
风机类 	台 	1,830.00 	2,043.50 	2,120.86 							
电气类 	件 	10.76 	11.48 	8.91 							
压缩机类 	台 	3,353.43 	2,987.70 	3,081.61 							
结构件类 	件 	35.35 	26.20 	17.65 							
风阀类 	个 	802.45 	834.82 	631.73 							
整机机壳类 	个 	12,140.82 	11,466.70 	14,901.55 							
钣材类 	公斤 	14.02 	11.94 	14.70 							
模块类 	个 	111.69 	109.27 	121.21 							
											
项目 	2017 年度 	2017 年度 	2016 年度 	2016 年度 	2015 年度 	2015 年度 					
项目 	金额 	占比 	金额 	占比 	金额 	占比 					
电力 	125.70 	0.51% 	99.48 	0.55% 	84.60 	0.88% 					
水 	12.93 	0.05% 	10.66 	0.06% 	7.11 	0.07% 					
合计 	138.63 	0.57% 	110.14 	0.61% 	91.71 	0.95% 					
											
序号 	主要供应商名称 	采购内容 	采购金额 	占总采购金额的比例 							
2017 年度 	2017 年度 	2017 年度 	2017 年度 	2017 年度 							
1 	松下压缩机（大连）有限公司 	压缩机 	1,998.65 	8.55% 							
2 	北京航天奥祥通风科技股份有限公司 	风机 	1,858.49 	7.95% 							
3 	江苏荣邦机械制造有限公司 	风阀 	1,410.77 	6.03% 							
4 	淄博大明通顺不锈钢有限公司 	不锈钢板材 	1,217.32 	5.21% 							
5 	青岛金中联科技发展有限公司 	接触器 	744.12 	3.18% 							
6 	山东新风股份有限公司 	风机 	649.88 	2.78% 							
7 	济南佳品欧连信息技术有限公司 	连接器 	487.92 	2.09% 							
8 	沧州联创五金制造有限公司 	钣金件 	458.59 	1.96% 							
9 	浙江永贵电器股份有限公司 	连接器 	455.53 	1.95% 							
10 	诺而达铜管(中山)有限公司 	铜管 	415.22 	1.78% 							
合计 	合计 	合计 	9,696.50 	41.46% 							
2016 年度 	2016 年度 	2016 年度 	2016 年度 	2016 年度 							
1 	北京航天奥祥通风科技有限公司 	风机 	1,378.27 	7.36% 							
2 	松下压缩机（大连）有限公司 	压缩机 	1,352.51 	7.22% 							
3 	长沙广义变流技术有限公司 	电源 	1,126.50 	6.02% 							
4 	江苏荣邦机械制造有限公司 	风阀 	873.84 	4.67% 							
5 	上海成诚精密钣金制造有限公司 	钣金件 	836.58 	4.47% 							
6 	浙江永贵电器股份有限公司 	连接器 	581.42 	3.10% 							
7 	山东新风股份有限公司 	风机 	493.67 	2.64% 							
8 	青岛金中联科技发展有限公司 	接触器 	443.75 	2.37% 							
9 	青岛朗奥电子有限公司 	芯片 	390.22 	2.08% 							
10 	泰安市弘亚电子有限公司 	线束 	362.33 	1.93% 							
合计 	合计 	合计 	7,839.09 	41.86% 							
2015 年度 	2015 年度 	2015 年度 	2015 年度 	2015 年度 							
1 	松下压缩机（大连）有限公司 	压缩机 	617.28 	6.83% 							
2 	山东新风股份有限公司 	风机 	370.12 	4.09% 							
3 	青岛奥粒拓金属制品有限公司 	钣金 	321.31 	3.55% 							
4 	长沙广义变流技术有限公司 	电源 	263.73 	2.92% 							
5 	青岛上泰电子有限公司 	钣金 	220.65 	2.44% 							
6 	北京航天奥祥通风科技股份有限公司 	风机 	220.11 	2.43% 							
7 	南京老山暖通设备有限公司 	风阀 	215.48 	2.38% 							
8 	江苏通盛换热器有限公司 	换热器 	210.34 	2.33% 							
9 	青岛诚迈金属制品有限公司 	不锈钢板材 	197.75 	2.19% 							
10 	泰安市弘亚电子有限公司 	线束 	192.86 	2.13% 							
合计 	合计 	合计 	2,829.63 	31.29% 							
											
企业名称： 	松下压缩机（大连）有限公司 										
统一社会信用代码： 	91210213604820296J 										
成立日期： 	1994 年 09 月 15 日 										
类型： 	有限责任公司(中外合资) 										
住所： 	辽宁省大连经济技术开发区松岚街 8 号 										
注册资本： 	620,000 万日元 										
经营范围： 	制冷、空调用压缩机和机组以及有关的零部件、半成品的制造、销售（自产产品）、服务；机电设备安装（凭资质证经营）***（依法须经批准的项目，经相关部门批准后方可开展经营活动。） 										
股权结构： 	三洋电机株式会社 60%、大连冷冻机股份有限公司 40% 										
与公司合作起始年份： 	2007 年 										
合作历史及背景： 	基于行业内需求，发行人选择其产品，达成合作 										
住所： 	北京市房山区窦店镇广茂路 38 号 										
注册资本： 	5,882.35 万人民币 										
经营范围： 	技术服务、技术咨询（中介除外）；销售机电设备、建筑材料、化工产品（不含危险化学品）；零售、维修机械设备；生产轨道交通车辆通风设备。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。） 										
股权结构： 	北京华晟鑫达科技有限公司 51%、北京百达瑞科技有限责任公司 34%、杭州中车时代创业投资合伙企业（有限合伙）15% 										
实际控制人 或主要股东： 	魏建民 										
与公司合作起始年份： 	2006 年 										
合作历史及背景： 	供应商行业内知名度较高，发行人主动与其寻求合作 										
											
企业名称： 	北京航天奥祥通风科技股份有限公司 										
统一社会信用代码： 	91110111071696199H 										
成立日期： 	2013 年 06 月 28 日 										
类型： 	其他股份有限公司(非上市) 										
住所： 	北京市房山区窦店镇广茂路 38 号 										
注册资本： 	5,882.35 万人民币 										
经营范围： 	技术服务、技术咨询（中介除外）；销售机电设备、建筑材料、化工产品（不含危险化学品）；零售、维修机械设备；生产轨道交通车辆通风设备。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。） 										
股权结构： 	北京华晟鑫达科技有限公司 51%、北京百达瑞科技有限责任公司 34%、杭州中车时代创业投资合伙企业（有限合伙）15% 										
实际控制人 或主要股东： 	魏建民 										
与公司合作起始年份： 	2006 年 										
合作历史及背景： 	供应商行业内知名度较高，发行人主动与其寻求合作 										
											
企业名称： 	江苏荣邦机械制造有限公司 										
统一社会信用代码： 	91320903675489713N 										
成立日期： 	2008 年 05 月 23 日 										
类型： 	有限责任公司(自然人投资或控股) 										
住所： 	盐城市盐都区大纵湖镇富民路 1 号（M） 										
注册资本： 	1,500 万人民币 										
经营范围： 	化纤机械及配件、纺织机械、电加热器、船舶机械配件、铁路列车暖通设备、铁路列车制冷空调通风设备制造及销售，船舶舾装件销售，船舶舾装工程施工，自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动） 										
股权结构： 	董巧云 60%、  乐荣 40% 										
实际控制人 或主要股东： 	董巧云 										
与公司合作起始年份： 	2010 年 										
合作历史及背景： 	其实际控制人联系发行人取得合作 										
											
企业名称： 	淄博大明通顺不锈钢有限公司 										
统一社会信用代码： 	913703060917155617 										
成立日期： 	2014 年 01 月 13 日 										
类型： 	有限责任公司(外商投资企业法人独资) 										
住所： 	山东省淄博市周村区周隆路 2908 号 9-12、13 号 										
注册资本： 	3,000 万人民币 										
经营范围： 	不锈钢制品、碳钢材料、有色金属复合材料、新型合金材料、高档建筑五金件、水暖器材生产、加工、销售、技术咨询、售后服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动） 										
股权结构： 	江苏大明金属制品有限公司 										
实际控制人 或主要股东： 	香港通顺实业有限公司 										
与公司合作起始年份： 	2016 年 										
合作历史及背景： 	供应商自主联系发行人成为其客户 										
											
企业名称： 	青岛金中联科技发展有限公司 										
统一社会信用代码： 	913702027255897997 										
成立日期： 	2001 年 03 月 12 日 										
类型： 	有限责任公司(自然人独资) 										
住所： 	青岛市市南区香港西路 67 号(光大国际金融中心)12D 室 										
注册资本： 	4,000 万人民币元 										
经营范围： 	软件技术开发服务,计算机软件研发,技术研发,通信设备、计算机软硬件及外围设备批发零售及安装;系统集成,终端设备的维修及技术咨询、技术服务;电气工程安装、调试、设计咨询服务,电线电缆;计算机及配套设备;批发零售、代购代销:化工产品,五金,交电,机电产品,低压产品,仪器仪表,汽车配件,橡胶制品,木制品,家具,建筑装饰材料,金属材料,日用百货,通讯器材;批发零售钢材。机电设备安装调试,货物进出口(不含出版物)。(依法须经批准的项目,经相关部门批准后方可开展经营活动) 										
股权结构： 	刘源 100% 										
实际控制人 或主要股东： 	刘源 										
与公司合作起始年份： 	2015 年 										
合作历史及背景： 	发行人针对某连接器原材料选用 ABB 品牌，该供应商为 ABB中国代理商，双方达成合作 										
											
企业名称： 	山东新风股份有限公司 										
统一社会信用代码： 	913703001643237978 										
成立日期： 	1993 年 05 月 28 日 										
类型： 	股份有限公司 										
住所： 	山东省淄博市临淄齐鲁化学工业园清田路 9 号 										
注册资本： 	1,092.9207 万人民币元 										
经营范围： 	风机、木工机械、食品机械、机床、电机、切模机、压铸模、冷冲模、打模机、电子原件、供水设备、包装箱的生产、销售;机										
											
械加工;铝合金压铸及销售;制冷设备、稀土材料销售;金属表面防腐;静电喷涂(不含环境保护限制范围);备案范围进出口业务;光伏发电、电力销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。 											
韩荣杰等 34 名自然人股东 											
韩荣杰 											
2012 年 											
供应商在风机行业内口碑较好，发行人主动寻求合作 											
											
股权结构： 											
实际控制人 或主要股东： 											
与公司合作起始年份： 											
合作历史及背景： 											
											
企业名称： 	济南佳品欧连信息技术有限公司 										
统一社会信用代码： 	913701000840398335 										
成立日期： 	2014 年 01 月 28 日 										
类型： 	有限责任公司(自然人投资或控股) 										
住所： 	济南市高新区舜风路 101 号齐鲁文化创意基地 17 号楼 118 室 										
注册资本： 	50 万人民币元 										
经营范围： 	计算机软硬件的开发;电子元器件、家用电器、计算机及配件、五金产品、日用杂品、建材、服装的批发零售。(依法须经批准的项目,经相关部门批准后方可开展经营活动) 										
股权结构： 	丁波 52%、丁涛 48% 										
实际控制人 或主要股东： 	丁波 										
与公司合作起始年份： 	2015 年 										
合作历史及背景： 	发行人针对该原材料选用德国万可品牌，该供应商为万可中国山东区域代理商，发行人寻求合作 										
											
企业名称： 	沧州联创五金制造有限公司 										
统一社会信用代码： 	911309270594106453 										
成立日期： 	2012 年 12 月 10 日 										
类型： 	有限责任公司(自然人投资或控股) 										
住所： 	南皮县潞灌乡刁公楼北村 										
注册资本： 	150 万人民币元 										
经营范围： 	五金冲压件、仪器仪表元件的生产、销售(法律、行政法规、国务院决定禁止经营的品种除外,限制经营的品种取得许可后方可经营) 										
股权结构： 	王文彦 50%、王贵义 50% 										
实际控制人 或主要股东： 	王文彦 										
与公司合作起始年份： 	2014 年 										
合作历史及背景： 	供应商寻找发行人合作 										
											
企业名称： 	浙江永贵电器股份有限公司 										
统一社会信用代码： 	91330000704713738F 										
成立日期： 	1990 年 03 月 19 日 										
类型： 	其他股份有限公司(上市) 										
住所： 	浙江省天台县白鹤镇东园路 5 号(西工业区) 										
注册资本： 	38,460.6412 万人民币元 										
经营范围： 	连接器、端接件及接线装置、油压减振器、铁路机车车辆配件、橡胶、塑料零件的设计、制造、销售及维修服务,经营进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动) 										
股权结构： 	上市公司，主要股东为范永贵 15.71%、浙江天台永贵投资有限公司 9.41%等 										
实际控制人 或主要股东： 	范永贵 										
与公司合作起始年份： 	2008 年 										
合作历史及背景： 	供应商业务人员自主开拓，联系发行人取得合作 										
											
企业名称： 	海亮奥托铜管（广东）有限公司 										
统一社会信用代码： 	91442000618131918D 										
成立日期： 	1992 年 12 月 31 日 										
类型： 	有限责任公司(外商投资企业法人独资) 										
住所： 	中山市黄圃镇兴圃大道西 96 号 增设 1 处经营地址具体为:中山市黄圃镇兴圃大道东 33 号 										
注册资本： 	54,588.617 万人民币元 										
经营范围： 	设计、开发生产经营金属材料、金属复合金材料、新型合金材料,为相关产品提供技术咨询服务(国家禁止类、限制类及专项管理规定的除外)。从事电解铜批发、进出口、佣金代理(拍卖除外,不涉及国营贸易管理商品,涉及配额、许可证管理商品的,按国家有关规定办理申请)。(依法须经批准的项目,经相关部门批准后方可开展经营活动) 										
股权结构： 	浙江海亮股份有限公司 100% 										
实际控制人 或主要股东： 	冯海良 										
与公司合作起始年份： 	约 2008 年 										
合作历史及背景： 	因供应商业内口碑较好，双方达成合作 										
企业名称： 	长沙广义变流技术有限公司 										
统一社会信用代码： 	91430100780879692D 										
成立日期： 	2005 年 10 月 24 日 										
类型： 	有限责任公司(自然人投资或控股) 										
住所： 	长沙经济技术开发区人民路北、长桥路东中部智谷工业园第 2幢东单元 1-6 层 										
注册资本： 	5,000 万人民币元 										
经营范围： 	轨道交通相关材料及设备的采购、销售;轨道交通相关技术咨询、技术服务;轨道交通机车、车辆及设备维修、保养;软件开发;软件技术服务;软件技术转让;实验室成套设备生产、加工;集成电路设计;电源设备生产;电源设备服务;城市轨道交通设备、电机、输配电及控制设备、电气机械及器材、智能节能变压器、综合配电箱、非公路休闲车及零配件、采矿、冶金、建筑专用设备、电子和电工机械专用设备、风能原动设备、潮汐能源原动机、工业自动控制系统装置、铁路运输设备、船用配套设备、新能源汽车零配件的制造;电气设备生产、修理、服务;电气技术、电源设备的研发。(依法须经批准的项目,经相关部门批准后方可开展经营活动) 										
股权结构： 	深圳市英可瑞科技股份有限公司 51%、长沙广义投资管理有限公司 49% 										
实际控制人 或主要股东： 	尹伟 										
与公司合作起始年份： 	2014 年 										
合作历史及背景： 	技术合作、技术引流形成合作 										
											
企业名称： 	上海成诚精密钣金制造有限公司 										
统一社会信用代码： 	9131010570342386X8 										
成立日期： 	2001 年 05 月 24 日 										
类型： 	有限责任公司（自然人投资或控股） 										
住所： 	上海市长宁区广顺路 33 号 B 幢三层北四 										
注册资本： 	50 万人民币元 										
经营范围： 	钣金加工;销售不锈钢制品,厨房用品,塑料制品,金属材料,建筑装潢材料,五金交电,家用电器。【依法须经批准的项目,经相关部门批准后方可开展经营活动】 										
股权结构： 	王晓武 95%、  王平 5% 										
实际控制人 或主要股东： 	王晓武 										
与公司合作起始年份： 	2014 年 										
合作历史及背景： 	双方接洽，达成合作 										
企业名称： 	泰安市弘亚电子有限公司 										
统一社会信用代码： 	91370902312843402N 										
成立日期： 	2014 年 09 月 18 日 										
类型： 	有限责任公司(自然人投资或控股) 										
住所： 	泰安市泰山区上高街道办事处小井村南(原野马纺织公司对过) 号 										
注册资本： 	50 万人民币元 										
经营范围： 	电线加工、设计、研发、销售,五金交电、电子配件、机电设备、润滑油、电线电缆、机械配件、模具的批发零售。(依法须经批准的项目,经相关部门批准后方可开展经营活动) 										
股权结构： 	亓永涛 50%、  李伟锋 50% 										
实际控制人 或主要股东： 	亓永涛 										
与公司合作起始年份： 	2014 年 										
合作历史及背景： 	供应商从网上找到发行人信息，主动寻求合作 										
											
企业名称： 	青岛上泰电子有限公司 										
统一社会信用代码： 	913702027702905693 										
成立日期： 	2005 年 03 月 23 日 										
类型： 	有限责任公司(自然人投资或控股) 										
住所： 	青岛市市南区丰县路 2 号 2 幢 1902 室 										
注册资本： 	2,000 万人民币元 										
经营范围： 	批发零售:电子产品,机电设备(不含小轿车),通讯器材(不含无线广播电视发射器材),仪器仪表,电线电缆,照相器材,电脑及配件,打印设备,家用电器;软件开发,货物进出口及技术进出口(法律、行政法规禁止的项目除外,法律、行政法规限制的项目取得许可后方可经营)。(依法须经批准的项目,经相关部门批准后方可开展经营活动) 										
股权结构： 	范卫青 60%、关继防 40% 										
实际控制人 或主要股东： 	范卫青 										
与公司合作起始年份： 	2006 年 										
合作历史及背景： 	双方技术合作 										
统一社会信用代码： 	91320111724597842C 										
成立日期： 	2001 年 01 月 12 日 										
类型： 	有限责任公司 										
住所： 	南京市浦口区星甸镇工业园 17 号 										
注册资本： 	1,400 万人民币元 										
经营范围： 	通风设备、暖通配件、铁路设备配件生产、销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动) 										
股权结构： 	朱明 53%、朱俊 20%、朱婉玲 19%、张玉兰 8% 										
实际控制人 或主要股东： 	朱明 										
与公司合作起始年份： 	约 2008 年 										
合作历史及背景： 	双方接洽，达成合作 										
											
企业名称： 	南京老山暖通设备有限公司 										
统一社会信用代码： 	91320111724597842C 										
成立日期： 	2001 年 01 月 12 日 										
类型： 	有限责任公司 										
住所： 	南京市浦口区星甸镇工业园 17 号 										
注册资本： 	1,400 万人民币元 										
经营范围： 	通风设备、暖通配件、铁路设备配件生产、销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动) 										
股权结构： 	朱明 53%、朱俊 20%、朱婉玲 19%、张玉兰 8% 										
实际控制人 或主要股东： 	朱明 										
与公司合作起始年份： 	约 2008 年 										
合作历史及背景： 	双方接洽，达成合作 										
											
项目 	账面原值 	累计折旧 	账面净值 	平均成新率 							
房屋及建筑物 	4,604.76 	1,542.82 	3,061.94 	66.50% 							
机器设备 	3,388.14 	1,991.82 	1,396.32 	41.21% 							
运输设备 	252.38 	58.52 	193.86 	76.81% 							
其他设备 	1,333.41 	668.12 	665.29 	49.89% 							
合计 	9,578.68 	4,261.28 	5,317.41 	55.51% 							
											
序号 	产权人 	房产证号 	地点 	建筑面积（㎡） 	用途 	他项权利 					
1 	朗进科技 	莱房权证高新区字第 0113276 号 	高新区 九龙山路 006 号 2 幢 	13,060.21 	工业 	抵押 					
2 	朗进科技 	莱房权证高新区字第 0113275 号 	高新区 九龙山路 006 号 1 幢 	6,583.23 	工业 	抵押 					
3 	朗进科技 	鲁（ 2017）莱芜市不动产权 第 0015999 号 	高新区 九龙山路 6 号 3 幢 	10,035.86 	工业 	抵押 					
4 	朗进科技 	鲁（ 2017）莱芜市不动产权 第 0015999 号 	高新区 九龙山路 6 号 4 幢 	3,045.90 	工业 	抵押 					
5 	朗进科技 	鲁（ 2017）莱芜市不动产权 第 0015999 号 	高新区 九龙山路 6 号 5 幢 	1,218.52 	工业 	抵押 					
6 	朗进科技 	鲁（ 2017）莱芜市不动产权 第 0015999 号 	高新区 九龙山路 6 号 6 幢 	674.20 	工业 	抵押 					
											
序号 	固定资产名称 	建筑面积（㎡） 	坐落位置 	所在土地情况 							
1 	沈阳朗进工业建设项目 	4,913.63 	沈阳经济技术开发区十三号街 12 号甲 1 号 	《国有土地使用权证》 （沈开国用[2010]第 0141号） 							
											
序号 	承租方 	出租方 	租赁场地 	租赁面积(㎡) 	租赁金额（元/年） 	租赁期限 					
1 	朗进科技 	王明山 	青岛市李沧区石沟社区668 号院内厂房 	1,200.00 	168,000 	2016.3.20-2021.3.19 					
2 	朗进科技 	苏州市海秋模具有限公司 	吴中区临湖镇渡村工业园的厂房 	2,642.36 	500,000 	2017.8.1-2022.7.31 					
3 	朗进科技 	四川新乐天源硅材料有限公司 	新津县金华镇新材料功能园区新材清云南路 92号 	2,200.00 	211,200 	2016.12.20-2019.12.19 					
4 	朗进科技 	杨荣玲 	高新技术开发区九龙山路 008 号院内 7 号车间 	2,376.00 	138,200 	2016.11.01-2021.10.31 					
5 	瑞青软件 	青岛永盛广源实业集团公司 	青岛市市南区宁夏路288 号青岛软件园 2 号楼20 层 A 区 	473.91 	381,071.03 	2018.7.1-2020.6.30 					
6 	苏州朗进 	苏州科技城发展有限公司 	苏州科技城科创路 18 号综合楼 1 号楼（办公区）-3-308 	78.12 	- 	2017.7.21-2018.7.20 					
7 	佛山朗进 	佛山市酷逸物业经营管理有限公司 	佛山市禅城区文沙东一街 5 号二层自编 202 号211 室 	15.00 	5,676 	2017.12.22-2018.12.21 					
8 	北京朗进 	北京启迪创业孵化器有限公司 	清华大学学研综合楼八层 B801-053 号 	- 	租金为 0，服务费用为 18,250/年 	2018.7.1-2019.6.30 					
9 	朗进科技青岛分公司 	青岛永盛广源实业集团公司 	青岛市市南区宁夏路288 号青岛软件园 2 号楼20 层 B 区 	473.91 	381,071.03 	2018.7.1-2020.6.30 					
10 	深圳朗进 	深圳市富海商务服务有限公司 	福田区深南中路 2018 号兴华大厦东栋七层整层787 室 	5.00 	6,000 	2017.10.8-2018.10.7 					
11 	广州朗进 	广州中车轨道交通装备有限公司 	广州市番禺区石壁街石壁三村自编福寿围 1 号303 	42.20 	33,420 	2017.10.1-2018.9.30 					
											
序号 	设备名称 	数量 	账面原值 	账面净值 	成新率 						
1 	UIPM 模块设备 	1 	1,555.34 	403.03 	25.91% 						
2 	光纤激光切割机 	1 	238.03 	206.00 	86.54% 						
3 	车载空调检验检测服务中心设备 	1 	235.72 	161.08 	68.33% 						
4 	数控折弯机 	4 	135.47 	101.88 	75.20% 						
5 	电脑冲床 	1 	111.11 	53.05 	47.74% 						
6 	松下高精度贴片机 	1 	88.30 	5.11 	5.79% 						
7 	全自动视觉钢网印刷机 	1 	63.10 	3.65 	5.79% 						
8 	冷媒充注机 	4 	36.34 	8.21 	22.53% 						
9 	全自动发夹型弯管机 	1 	34.19 	29.32 	85.75% 						
10 	无铅波峰焊 	2 	32.47 	14.88 	45.81% 						
											
资产类别 	账面原值 	累计摊销 	账面净值 	取得方式 							
土地使用权 	1,441.96 	244.45 	1,197.51 	出让 							
办公软件 	49.02 	27.86 	21.15 	外购 							
合计 	1,490.98 	272.31 	1,218.66 	- 							
											
序号 	权利人 	权利号 	座落位置 	终止日期 	面积（㎡） 	取得方式 	使用情况 	是否存在纠纷 	是否存在抵押 		
1 	朗进科技 	鲁（2017）莱芜市 不动产权第 0015999号 	高新区九龙山路006 号 	2056.12.31 	51,042.60 	出让 	工业 	否 	是 		
2 	朗进科技 	莱芜市国用（2010）第 0840 号 	莱芜高新区九龙山路 006 号 	2056.12.31 	26,161.80 	出让 	工业 	否 	是 		
3 	沈阳朗进 	沈开国用（2010）第0141 号 	沈阳经济技术开发区十三号街 12 甲 1号 	2060.01.21 	14,998.53 	出让 	工业 	否 	否 		
											
序号 	专利名称 	专利名称 	专利权人 	类型 	类型 	取得方式 	专利号 	申请日 	期限 		
