天津力神电池股份有限公司及其关联方 	天津力神电池股份有限公司 	人造、复合石墨 	576.46 	2.65 						
天津力神电池股份有限公司及其关联方 	力神电池（苏州）有限公司 	复合石墨 	14.50 	0.07 						
天津力神电池股份有限公司及其关联方 	凤凰新能源（惠州）有限公司 	复合石墨 	237.34 	1.09 						
广州鹏辉能源科技股份有限公司及其关联方 	广州鹏辉能源科技股份有限公司 	人造石墨 	209.30 	0.96 						
广州鹏辉能源科技股份有限公司及其关联方 	河南鹏辉能源科技有限公司 	人造石墨 	28.80 	0.13 						
广州鹏辉能源科技股份有限公司及其关联方 	珠海市鹏辉电池有限公司 	人造石墨 	330.38 	1.52 						
远东福斯特新能源有限公司 	远东福斯特新能源有限公司 	复合石墨 	554.35 	2.55 						
佛山市欣源电子股份有限公司 	佛山市欣源电子股份有限公司 	人造石墨、复合石墨 	368.24 	1.69 						
贵州航天电源科技有限公司 	贵州航天电源科技有限公司 	人造石墨 	296.03 	1.36 						
无锡市明杨新能源有限公司 	无锡市明杨新能源有限公司 	人造石墨 	237.97 	1.09 						
江苏中兴派能电池有限公司 	江苏中兴派能电池有限公司 	人造石墨 	221.50 	1.02 						
合 计 	合 计 	合 计 	19,133.80 	88.00 						
2015 年度 	2015 年度 	2015 年度 	2015 年度 	2015 年度 						
宁德时代新能源科技股份有限公司 	宁德时代新能源科技股份有限公司 	人造石墨 	6,893.73 	56.51 						
远东福斯特新能源有限公司 	远东福斯特新能源有限公司 	人造、复合石墨 	389.67 	3.19 						
东莞市金源电池科技有限公司 	东莞市金源电池科技有限公司 	人造石墨 	327.15 	2.68 						
浙江谷神能源科技股份有限公司 	浙江谷神能源科技股份有限公司 	人造石墨 	301.42 	2.47 						
深圳赛骄阳能源科技股份有限公司 	深圳赛骄阳能源科技股份有限公司 	人造石墨 	299.40 	2.45 						
芜湖天弋能源科技有限公司 	芜湖天弋能源科技有限公司 	人造石墨 	292.40 	2.40 						
江苏中兴派能电池有限公司 	江苏中兴派能电池有限公司 	人造石墨 	278.36 	2.28 						
天津力神电池股份有限公司及其关联方 	天津力神电池股份有限公司 	人造、复合石墨 	3.05 	0.03 						
天津力神电池股份有限公司及其关联方 	力神电池（苏州）有限公司 	- 	- 	- 						
天津力神电池股份有限公司及其关联方 	凤凰新能源（惠州）有限公司 	复合石墨 	274.51 	2.25 						
山东恒宇新能源有限公司 	山东恒宇新能源有限公司 	人造石墨 	222.74 	1.83 						
深圳市顺达利科技有限公司 	深圳市顺达利科技有限公司 	人造、复合石墨 	205.16 	1.68 						
合 计 	合 计 	合 计 	9,487.58 	77.77 						
2014 年度 	2014 年度 	2014 年度 	2014 年度 	2014 年度 						
远东福斯特新能源有限公司 	远东福斯特新能源有限公司 	复合石墨 	633.36 	14.63 						
深圳赛骄阳能源科技股份有限公司 	深圳赛骄阳能源科技股份有限公司 	人造石墨 	588.92 	13.61 						
东莞市金源电池科技有限公司 	东莞市金源电池科技有限公司 	人造石墨 	346.03 	8.00 						
深圳市天盛伟业科技有限公司 	深圳市天盛伟业科技有限公司 	人造石墨 	324.27 	7.49 						
深圳市卓能新能源科技股份有限公司及其关联方 	广西卓能新能源科技有限公司 	- 	- 	- 						
深圳市卓能新能源科技股份有限公司及其关联方 	深圳市卓能新能源科技股份有限公司 	人造石墨 	226.90 	5.24 						
深圳市昭佑科技有限公司 	深圳市昭佑科技有限公司 	铝塑膜 	222.90 	5.15 						
欧赛新能源科技股份有限公司 	欧赛新能源科技股份有限公司 	人造石墨 	182.18 	4.21 						
宁德时代新能源科技股份有限公司 	宁德时代新能源科技股份有限公司 	人造石墨 	154.53 	3.57 						
深圳市美拜电子有限公司 	深圳市美拜电子有限公司 	人造石墨 	145.13 	3.35 						
深圳市顺达利科技有限公司 	深圳市顺达利科技有限公司 	人造、复合石墨 	139.29 	3.22 						
合 计 	合 计 	合 计 	2,963.51 	68.47 						
										
名 称 	家 数 									
长期合作的稳定客户 	6 									
报告期内新增客户： 	13 									
 负极材料新通过客户认证体系 	9 									
 负极材料其他新增客户 	1 									
 原材料销售新增客户 	3 									
报告期内退出的原前十大客户： 	7 									
 因正常商业原因退出的客户 	4 									
 因拖欠货款而终止合作的客户 	2 									
 因业务范围调整而终止合作的客户 	1 									
合 计 	26 									
										
名称 	2017 年 1-9 月 	2017 年 1-9 月 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	2014 年度 	2014 年度 	变动原因 	
名称 	金额 	占比 	金额 	占比 	金额 	占比 	金额 	占比 	变动原因 	
宁德时代新能源科技股份有限公司 	13,875.26 	46.63 	13,777.16 	63.37 	6,893.73 	56.51 	154.53 	3.57 	在新能源汽车行业快速增长的背景下，宁德时代销售收入迅速增加，对公司的采购量也不断上升 	
远东福斯特新能源有限公司 	1,003.72 	3.37 	554.35 	2.55 	389.67 	3.19 	633.36 	14.63 	在新能源汽车行业快速增长的背景下，福斯特销售收入迅速增加，对公司的采购量也不断上升 	
欧赛新能源科技股份有限公司 	203.42 	0.68 	68.14 	0.31 	152.07 	1.25 	182.18 	4.21 	2016 年销售量有所下降主要系货款结算速度较慢所致，2017 年货款结算速度加快后，销售额随之恢复。 	
天津力神电池股份有限公司及其关联方 	330.32 	1.11 	828.30 	3.81 	277.56 	2.28 	42.02 	0.97 	2017 年 1-9 月销售金额下降主要系天津力神变更型号，相关产品正在重新认证之中。 	
贵州航天电源科技有限公司 	77.18 	0.26 	296.03 	1.36 	91.11 	0.75 	76.15 	1.76 	2017 年 1-9 月销售金额有所下降，主要系产品型号的变更所致。 	
东莞市金源电池科技有限公司 	7.01 	0.02 	19.28 	0.09 	327.15 	2.68 	346.03 	8.00 	2016 年开始，公司对其销售额大幅下降主要系货款支付速度较慢导致公司逐渐减少对其销售额。 	
合 计 	15,496.91 	52.07 	15,543.26 	71.49 	8,131.29 	66.66 	1,434.27 	33.13 	 	
										
名称 	2017 年 1-9 月 	2017 年 1-9 月 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	2014 年度 	2014 年度 	新增原因 	
名称 	金额 	占比 	金额 	占比 	金额 	占比 	金额 	占比 	新增原因 	
江苏中兴派能电池有限公司 	103.96 	0.35 	221.50 	1.02 	278.36 	2.28 	20.80 	0.48 	先后通过各客户的认证体系，建立长期、稳定的合作关系。 	
江苏天鹏电源有限公司 	863.82 	2.90 	1,219.69 	5.61 	199.36 	1.63 	8.65 	0.20 	先后通过各客户的认证体系，建立长期、稳定的合作关系。 	
广州鹏辉能源科技股份有限公司及其关联方【注1】 	2,342.62 	7.87 	568.49 	2.62 	20.68 	0.17 	0.17 	- 	先后通过各客户的认证体系，建立长期、稳定的合作关系。 	
浙江谷神能源科技股份有限公司 	172.56 	0.58 	57.16 	0.26 	301.42 	2.47 	- 	- 	先后通过各客户的认证体系，建立长期、稳定的合作关系。 	
芜湖天弋能源科技有限公司 	472.96 	1.59 	1,062.08 	4.89 	292.40 	2.40 	- 	- 	先后通过各客户的认证体系，建立长期、稳定的合作关系。 	
无锡市明杨新能源有限公司 	161.48 	0.54 	237.97 	1.09 	34.05 	0.28 	- 	- 	先后通过各客户的认证体系，建立长期、稳定的合作关系。 	
孚能科技（赣州）有限公司 	741.54 	2.49 	- 	- 	- 	- 	- 	- 	先后通过各客户的认证体系，建立长期、稳定的合作关系。 	
中航锂电（洛阳）有限公司 	598.72 	2.01 	- 	- 	- 	- 	- 	- 	先后通过各客户的认证体系，建立长期、稳定的合作关系。 	
广东天劲新能源科技股份有限公	567.44 	1.91 	- 	- 	- 	- 	2.95 	0.07 	先后通过各客户的认证体系，建立长期、稳定的合作关系。 	
名称 	2017 年 1-9 月 	2017 年 1-9 月 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	2014 年度 	2014 年度 	新增原因 	
司及其关联方 										
合 计 	6,025.11 	20.25 	3,366.89 	15.49 	1,126.27 	9.23 	32.57 	0.75 	 	
										
名称 	2017 年 1-9 月 	2017 年 1-9 月 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	2014 年度 	2014 年度 	新增原因 	
名称 	金额 	占比 	金额 	占比 	金额 	占比 	金额 	占比 	新增原因 	
佛山市欣源电子股份有限公司 	- 	- 	368.24 	1.69 	128.38 	1.05 	- 	- 	仅 2015、2016 年度代理负极材料销售。 	
合 计 	- 	- 	368.24 	1.69 	128.38 	1.05 	- 	- 	 	
										
项目 	2017 年 1-9 月 	2016 年 	2015 年 	2014 年 						
公司向宁德时代的销售金额 	13,875.26  	13,777.16  	6,893.73  	154.53  						
宁德时代向所有供应商采购负极材料的总金额 	35,020.50 	32,356.00 	15,210.00 	2,427.00 						
占 比 	39.61 	42.58 	45.32 	6.37 						
										
项目 	负极材料前五大客户 销售收入（万元） 	负极材料 销售收入（万元） 	负极材料前五大客户占比 							
正拓能源 	5,978.09 	12,893.41 	46.37% 							
璞泰来 	74,155.08 	105,189.14 	70.50% 							
翔丰华 	18,071.08 	23,665.11 	76.36% 							
凯金能源 	17,455.71 	21,739.39 	80.30% 							
中科电气 	未披露 	未披露 	89.43% 							
										
销售模式 	2017 年 1-9 月 	2017 年 1-9 月 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	2014 年度 	2014 年度 		
销售模式 										
销售模式 	金额 	比例 	金额 	比例 	金额 	比例 	金额 	比例 		
										
直销 	26,397.88 	99.65 	21,123.58 	97.17 	11,569.49 	94.93 	3,808.19 	90.68 		
										
经销 	91.98 	0.35 	615.81 	2.83 	618.21 	5.07 	391.40 	9.32 		
										
合 计 	26,489.86 	100.00 	21,739.39 	100.00 	12,187.70 	100.00 	4,199.60 	100.00 		
										
客户名称（合并） 	基本情况 	主营业务 	经销区域 	主要下游客户行业 						
东莞市亿顺新材料有限公司 	注册资本 100 万元，股东为朱剑锋，2011 年成立于东莞 	铝塑膜、电池材料、五金不锈钢制品、电子产品的技术开发、销售 	华南 	锂离子电池 						
深圳市顺达利科技有限公司 	注册资本 500 万元，股东为代梦国，2011 年成立于深圳 	电池及相关配件、通讯设 备 的技 术开 发与 销售 	华南 	锂离子电池 						
佛山市欣源电子股份有限公司（OC.839229） 	新三板挂牌企业，注册资本 1,200万元，2003 年成立于佛山，实际控制人为薛永 	电容器的生产、销售 	华南、华北、华中 	灯具、家电及新能源行业 						
深圳市金牌能源科技有限公司 	注册资本 50 万，股东为梁玉、侯豪情，2005 年成立于深圳 	聚合物动力锂离子电池的生产、研发、销售 	华南、华中 	锂离子电池 						
深圳市拓盈丰科技有限公司 	注册资本 10 万，股东为简明，2010年成立于深圳 	电池及相关配件的技术开发及销售 	华南 	锂离子电池 						
深圳市昭佑科技有限公司 	注册资本 500 万，股东为吴敏，2010年成立于深圳 	铝塑膜、电池材料、五金不锈钢制品、电子产品的技术开发、销售 	华南、华东、华北 	锂离子电池 						
上海昭远国际贸易有限公司 	注册资本 200 万，股东为傅邵春、王飞鹏，2003 年成立于上海 	从 事 货物 及技 术的 进出口业务，区内企业间的贸易及代理，转口贸易；区内咨询服务；区内简单性加工。 	华东 	锂离子电池 						
										
客户 	采购内容 	公司销售金额（万元） 	占营业收入比例 							
2017 年 1-9 月 	2017 年 1-9 月 	2017 年 1-9 月 	2017 年 1-9 月 							
东莞市亿顺新材料有限公司 	负极材料 	91.98 	0.31% 							
合 计 	合 计 	91.98 	0.31% 							
2016 年度 	2016 年度 	2016 年度 	2016 年度 							
深圳市顺达利科技有限公司 	负极材料 	213.47 	0.98% 							
佛山市欣源电子股份有限公司 	负极材料 	368.24 	  1.69% 							
深圳市金牌能源科技有限公司 	负极材料 	34.09 	0.16% 							
合 计 	合 计 	615.81 	2.83% 							
2015 年度 	2015 年度 	2015 年度 	2015 年度 							
深圳市顺达利科技有限公司 	负极材料 	205.16 	1.68% 							
深圳市金牌能源科技有限公司 	负极材料 	149.4 	1.22% 							
客户 	采购内容 	公司销售金额（万元） 	占营业收入比例 							
佛山市欣源电子股份有限公司 	负极材料 	128.38 	1.05% 							
深圳市拓盈丰科技有限公司 	铝塑膜 	120.98 	0.99% 							
合 计 	合 计 	603.92 	4.95% 							
2014 年度 	2014 年度 	2014 年度 	2014 年度 							
深圳市顺达利科技有限公司 	负极材料 	139.29 	3.22% 							
深圳市昭佑科技有限公司 	铝塑膜 	222.9 	5.15% 							
东莞市亿顺新材料有限公司 	铝塑膜 	21.01 	0.49% 							
深圳市金牌能源科技有限公司 	负极材料 	8.21 	0.19% 							
合 计 	合 计 	391.4 	9.04% 							
										
项 目 	2017 年 1-9 月 	2017 年 1-9 月 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	2015 年度 	2014 年度 	2014 年度 	2014 年度 
项 目 										
项 目 	金额 	占采购额的比例 	金额 	占采购额的比例 	金额 	占采购额的比例 	金额 	金额 	占采购额的比例 	
										
原材料 	9,167.95 	37.30 	3,510.75 	21.75 	1,901.55 	21.95 	870.80 	870.80 	28.36 	
										
委外加工费及相关运费 	12,549.57 	51.06 	10,800.87 	66.92 	5,647.05 	65.18 	1,957.15 	1,957.15 	63.74 	
										
外购半成品 	2,862.91 	11.65 	1,828.79 	11.33 	945.59 	10.91 	27.78 	27.78 	0.90 	
										
外购成品 	- 	- 	- 	- 	169.85 	1.96 	214.81 	214.81 	7.00 	
										
项 目 	2017 年 1-9 月 	2017 年 1-9 月 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	2014 年度 	2014 年度 		
项 目 										
项 目 	金额 	占采购额的比例 	金额 	占采购额的比例 	金额 	占采购额的比例 	金额 	占采购额的比例 		
										
焦类 	7,188.03 	29.24 	2,067.28 	12.81 	1,363.48 	15.74 	311.36 	10.14 		
项 目 	2017 年 1-9 月 	2017 年 1-9 月 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	2014 年度 	2014 年度 		
项 目 										
项 目 	金额 	占采购额的比例 	金额 	占采购额的比例 	金额 	占采购额的比例 	金额 	占采购额的比例 		
										
初级石墨 	1,164.49 	4.74 	984.51 	6.10 	400.63 	4.62 	431.16 	14.04 		
										
沥青 	709.38 	2.89 	458.96 	2.84 	137.44 	1.59 	106.83 	3.48 		
										
厂商 	招股说明书中相关描述 									
翔丰华 	2015 年，公司人造石墨亦存在采购半成品方式解决了部分产能不足问题。 									
江西紫宸 	2016 年采购的初级石墨以供应商加工的半成品为主。 2017 年 1-3 月公司焦类采购单价较 2016 年上升 63.41%，主要系一季度采购中包含较多半成品焦类。 									
										
项目 	2017 年 1-9 月 	2017 年 1-9 月 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	2014 年度 	2014 年度 		
项目 										
项目 	金额 	占比 	金额 	占比 	金额 	占比 	金额 	占比 		
										
外购首次加工环节半成品 	919.86 	32.13 	1,266.10 	69.23 	945.59 	100.00 	27.78 	100.00 		
										
外购石墨化加工后半成品 	1,943.05 	67.87 	562.69 	30.77 	- 	- 	- 	- 		
										
合 计 	2,862.91 	100.00 	1,828.79 	100.00 	945.59 	100.00 	27.78 	100.00 		
										
项目 	2017 年 1-9 月 	2017 年 1-9 月 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	2014 年度 			
项目 										
项目 	均价 （元/吨） 	变动幅度 （%） 	均价 （元/吨） 	变动幅度 （%） 	均价 （元/吨） 	变动幅度 （%） 	均价 （元/吨） 			
										
焦类 	3,985.24 	131.68 	1,720.12 	-24.54 	2,279.40 	-10.86 	2,557.17 			
										
初级石墨 	13,729.80 	-20.42 	17,252.41 	14.87 	15,019.01 	23.12 	12,198.70 			
										
沥青 	14,506.07 	7.87 	13,447.33 	-7.05 	14,466.94 	-2.50 	14,837.37 			
										
外购半成品 	17,789.23 	63.88 	10,854.77 	-2.93 	11,181.86 	0.64 	11,111.11 			
										
外购成品 	- 	- 	- 	- 	22,115.38 	-15.70 	26,234.35 			
										
项 目 	2017 年 1-9 月 	2017 年 1-9 月 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	2014 年度 	2014 年度 		
项 目 	金额 	占比 	金额 	占比 	金额 	占比 	金额 	占比 		
石油焦 	1,742.42 	24.24 	1,303.79 	63.07 	1,084.64 	79.55 	267.31 	85.86 		
其中：材料费 	1,588.90 	22.10 	944.18 	45.67 	619.44 	45.43 	168.37 	54.08 		
 运杂费 	153.52 	2.14 	359.61 	17.40 	465.20 	34.12 	98.94 	31.78 		
										
项目 	2017 年 1-9 月 	2017 年 1-9 月 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	2014 年度 	2014 年度 		
项目 	数量 	占比 	数量 	占比 	数量 	占比 	数量 	占比 		
汽车运输 	1,289.74 	20.07 	1,256.48 	12.27 	5,248.83 	97.85 	1,120.62 	100.00 		
火车运输 	2,873.92 	44.72 	8,915.82 	87.08 	115.22 	2.15 	- 	- 		
供应商承担运费 	2,263.35 	35.22 	66.79 	0.65 	- 	- 	- 	- 		
合 计 	6,427.01 	100.00 	10,239.09 	100.00 	5,364.05 	100.00 	1,120.62 	100.00 		
										
供应商 	供应商类型 	采购内容 	采购金额 	占比 						
2017 年 1-9 月 	2017 年 1-9 月 	2017 年 1-9 月 	2017 年 1-9 月 	2017 年 1-9 月 						
元氏县槐阳锂能科技有限公司 	石墨化加工商 	石墨化加工 	2,147.19 	8.74 						
元氏县槐阳锂能科技有限公司 	原厂商 	半成品 	1,943.05 	7.90 						
青岛住友商事有限公司 	贸易商 	焦类原材料 	2,970.93 	12.09 						
郴州杉杉新材料有限公司 	石墨化加工商 	石墨化加工 	2,484.97 	10.11 						
甘洛鑫晶源新材料有限公司 	石墨化加工商 	石墨化加工 	1,916.11 	7.80 						
乌兰察布市大盛石墨新材料股份有限公司及其关联方 	石墨化加工商 	石墨化加工 	1,190.57 	4.84 						
合 计 	合 计 	合 计 	12,652.82 	51.48 						
2016 年度 	2016 年度 	2016 年度 	2016 年度 	2016 年度 						
元氏县槐阳锂能科技有限公司 	石墨化加工商 	石墨化加工 	5,309.34 	32.89 						
元氏县槐阳锂能科技有限公司 	原厂商 	半成品 	562.69 	3.49 						
郴州杉杉新材料有限公司 	石墨化加工商 	石墨化加工 	3,258.32 	20.19 						
大庆开发区金雕石化经贸有限公司 	经销商 	焦类原材料 	1,155.99 	7.16 						
湖州瑞丰新能源科技有限公司 	原厂商 	外购半成品 	1,018.28 	6.31 						
青岛泰和隆新能源材料有限公司 	原厂商 	初级石墨 	770.58 	4.77 						
青岛泰和隆新能源材料有限公司 	炭化加工商 	炭化 	95.68 	0.59 						
合 计 	合 计 	合 计 	12,170.87 	75.41 						
2015 年度 	2015 年度 	2015 年度 	2015 年度 	2015 年度 						
元氏县槐阳锂能科技有限公司 	石墨化加工商 	石墨化加工 	4,436.26 	51.20 						
湖州创亚动力电池材料有限公司 	原厂商 	外购半成品 	900.71 	10.40 						
郴州杉杉新材料有限公司 	石墨化加工商 	石墨化加工 	841.81 	9.72 						
大庆开发区金雕石化经贸有限公司 	原厂商 	焦类原材料 	577.93 	6.67 						
北京鑫路盛通货运有限公司 	物流运输商 	原材料运费 	485.51 	5.60 						
合 计 	合 计 	合 计 	7,242.22 	83.59 						
2014 年度 	2014 年度 	2014 年度 	2014 年度 	2014 年度 						
郴州杉杉新材料有限公司 	石墨化加工商 	石墨化加工 	1,100.82 	35.85 						
元氏县槐阳锂能科技有限公司 	石墨化加工商 	石墨化加工 	702.04 	22.86 						
青岛泰和隆新能源材料有限公司 	原厂商 	初级石墨 	361.02 	11.76 						
昭光通商（上海）有限公司 	贸易商 	铝塑膜成品 	214.81 	7.00 						
辽宁信德化工有限公司 	原厂商 	沥青原材料 	106.83 	3.48 						
合 计 	合 计 	合 计 	2,485.51 	80.95 						
										
名次 	2017 年 1-9 月 	2016 年度 	2015 年度 	2014 年度 						
第一名 	元氏县槐阳锂能科技有限公司 	元氏县槐阳锂能科技有限公司 	元氏县槐阳锂能科技有限公司 	郴州杉杉新材料有限公司 						
第二名 	青岛住友商事有限公司⑧ 	郴州杉杉新材料有限公司 	湖 州 创 亚 动 力 电池 材 料 有 限 公 司④ 	元氏县槐阳锂能科技有限公司 						
第三名 	郴州杉杉新材料有限公司 	大庆开发区金雕石化经贸有限公司③ 	郴 州 杉 杉 新 材 料有限公司 	青岛泰和隆新能源材料有限公司① 						
名次 	2017 年 1-9 月 	2016 年度 	2015 年度 	2014 年度 						
第四名 	甘洛鑫晶源新材料有限公司⑦ 	湖州瑞丰新能源科技有限公司⑤ 	大庆开发区金雕石 化 经 贸 有 限 公司③ 	昭光通商（上海）有限公司⑨ 						
第五名 	乌兰察布市大盛石墨新材料股份有限公司及其关联方⑦ 	青岛泰和隆新能源材料有限公司① 	北京鑫路盛通货运有限公司⑥ 	辽宁信德化工有限公司② 						
										
同行业可比公司 	证券代码 	2017 年 1-9 月 	2016 年度 	2015 年度 	2014 年度 					
中科电气 	300035 	未披露 	25.06% 	29.87% 	33.89% 					
璞泰来 	603659 	59.55% 	63.71% 	59.50% 	46.57% 					
翔丰华 	— 	57.32% 	65.40% 	65.78% 	66.11% 					
本公司 	— 	54.60% 	56.00% 	57.58% 	59.22% 					
										
客户/供应商 	销售内容 	2014 年销售额 	2014 年销售额 	采购内容 	2014 年采购额 	2014 年采购额 				
客户/供应商 	销售内容 	金额 	占营业收入比 	采购内容 	金额 	占采购总额比 				
上海杉杉、郴州杉杉（注） 	代加工 	128.52 	2.97 	石墨化加工 	1,100.82 	35.85 				
										
客户/供应商 	销售内容 	2017年 1-9月销售额 	2017年 1-9月销售额 	采购内容 	2017 年 1-9 月采购额 	2017 年 1-9 月采购额 	2017 年 1-9 月采购额 			
客户/供应商 	销售内容 	金额 	占营业收入比 	采购内容 	金额 	占采购总额比 				
上海杉杉、郴州杉杉（注） 	负极材料 	130.50 	0.44% 	石墨化加工 	2,484.97 	10.11% 				
										
名 称 	上海杉杉科技有限公司 	上海杉杉科技有限公司 	上海杉杉科技有限公司 							
注册号 	91310115631590190T 	91310115631590190T 	91310115631590190T 							
注册地 	浦东新区曹路镇金海路 3158 号 2 幢 	浦东新区曹路镇金海路 3158 号 2 幢 	浦东新区曹路镇金海路 3158 号 2 幢 							
法定代表人 	胡博 	胡博 	胡博 							
注册资本 	15,300 万元 	15,300 万元 	15,300 万元 							
公司类型 	有限责任公司（非自然人投资或控股的法人独资） 	有限责任公司（非自然人投资或控股的法人独资） 	有限责任公司（非自然人投资或控股的法人独资） 							
经营范围 	锂离子电池负极材料及其他炭素材料的研究开发、技术转让、技术服务、技术咨询、自行开发产品生产、加工及销售，实业投资，仓储（除危险品），自营和代理各类商品及技术的进出口业务，但国家限定公司经营和国家禁止进出口的商品及技术除外。经营进料加工和“三来一补”业务，开展对销贸易和转口贸易，附设分支机构。（依法须经批 准的项目，经相关部门批准后方可开展经营活动） 	锂离子电池负极材料及其他炭素材料的研究开发、技术转让、技术服务、技术咨询、自行开发产品生产、加工及销售，实业投资，仓储（除危险品），自营和代理各类商品及技术的进出口业务，但国家限定公司经营和国家禁止进出口的商品及技术除外。经营进料加工和“三来一补”业务，开展对销贸易和转口贸易，附设分支机构。（依法须经批 准的项目，经相关部门批准后方可开展经营活动） 	锂离子电池负极材料及其他炭素材料的研究开发、技术转让、技术服务、技术咨询、自行开发产品生产、加工及销售，实业投资，仓储（除危险品），自营和代理各类商品及技术的进出口业务，但国家限定公司经营和国家禁止进出口的商品及技术除外。经营进料加工和“三来一补”业务，开展对销贸易和转口贸易，附设分支机构。（依法须经批 准的项目，经相关部门批准后方可开展经营活动） 							
成立日期 	1999 年 09 月 07 日 	营业期限 	至 2019-09-06 							
存续状态 	存续 	存续 	存续 							
股东结构 	杉杉股份（SH.600884）控制的宁波杉杉新材料科技有限公司持有 100%股份。 	杉杉股份（SH.600884）控制的宁波杉杉新材料科技有限公司持有 100%股份。 	杉杉股份（SH.600884）控制的宁波杉杉新材料科技有限公司持有 100%股份。 							
实际控制人 	郑永刚 	郑永刚 	郑永刚 							
名 称 	郴州杉杉新材料有限公司 	郴州杉杉新材料有限公司 	郴州杉杉新材料有限公司 							
法定代表人 	胡博 	胡博 	胡博 							
注册资本 	5,000 万元 	5,000 万元 	5,000 万元 							
公司类型 	有限责任公司（自然人投资或控股的法人独资） 	有限责任公司（自然人投资或控股的法人独资） 	有限责任公司（自然人投资或控股的法人独资） 							
经营范围 	锂离子电池材料、电子产品、碳素制品、石墨制品及其它新材料的研究开发、制造、销售、技术转让、技术服务、技术咨询，实业投资，自营和代理各类商品及技术的进出口业务、经营进料加工和“三来一补”业务、开展对销贸易和转口贸易，但国家限定公司经营和国家禁止进出口的商品及技术除外，附设分支机构。（国家禁止的项目不得经营，涉及前置许可经营的凭许可证经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动 	锂离子电池材料、电子产品、碳素制品、石墨制品及其它新材料的研究开发、制造、销售、技术转让、技术服务、技术咨询，实业投资，自营和代理各类商品及技术的进出口业务、经营进料加工和“三来一补”业务、开展对销贸易和转口贸易，但国家限定公司经营和国家禁止进出口的商品及技术除外，附设分支机构。（国家禁止的项目不得经营，涉及前置许可经营的凭许可证经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动 	锂离子电池材料、电子产品、碳素制品、石墨制品及其它新材料的研究开发、制造、销售、技术转让、技术服务、技术咨询，实业投资，自营和代理各类商品及技术的进出口业务、经营进料加工和“三来一补”业务、开展对销贸易和转口贸易，但国家限定公司经营和国家禁止进出口的商品及技术除外，附设分支机构。（国家禁止的项目不得经营，涉及前置许可经营的凭许可证经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动 							
成立日期 	2009 年 07 月 22 日 	营业期限 	至 2029-07-21 							
存续状态 	存续 	存续 	存续 							
股东结构 	杉杉股份（SH.600884）控制的宁波杉杉新材料科技有限公司持有 100%股份。 	杉杉股份（SH.600884）控制的宁波杉杉新材料科技有限公司持有 100%股份。 	杉杉股份（SH.600884）控制的宁波杉杉新材料科技有限公司持有 100%股份。 							
实际控制人 	郑永刚 	郑永刚 	郑永刚 							
										
名 称 	郴州杉杉新材料有限公司 									
注册号 	431081000003819 									
注册地 	资兴经济开发区江北工业园 									
										
名称 	成立时间 	采购内容 	采购金额 							
2017 年 1-9 月 	2017 年 1-9 月 	2017 年 1-9 月 	2017 年 1-9 月 							
青海奥阳新能源有限公司 	2014/04/15 	石墨化加工 	506.71 							
镇江焦化煤气集团有限公司 	1979/11/20 	焦类原材料 	365.15 							
博路天成新能源科技有限公司 	2012/10/15 	石墨化加工 	304.92 							
新疆天宏基硅业有限公司 	2010/08/06 	石墨化加工 	262.25 							
青岛青北碳素制品有限公司 	2014/09/29 	外购半成品 	260.38 							
深圳市瑞石科技有限公司 	2014/05/19 	磨粉加工 	232.64 							
2016 年度 	2016 年度 	2016 年度 	2016 年度 							
湖州瑞丰新能源科技有限公司 	2016/02/23 	半成品 	1,018.28 							
赞皇县汉能能源科技有限公司 	2015/3/10 	石墨化加工 	729.78 							
商都县集美新碳材料科技发展有限公司 	2014/11/28 	石墨化加工 	201.63 							
2015 年度 	2015 年度 	2015 年度 	2015 年度 							
湖州创亚动力电池材料有限公司 	2009/03/03 	外购半成品 	900.71 							
2014 年度 	2014 年度 	2014 年度 	2014 年度 							
元氏县槐阳锂能科技有限公司 	2000/05/29 	石墨化加工 	702.04 							
										
供应商 （合并） 	外协产品 	金额 	占外协加工的比例 	外协产品在公司产品中的具体环节 						
2017 年度 1-9 月 	2017 年度 1-9 月 	2017 年度 1-9 月 	2017 年度 1-9 月 	2017 年度 1-9 月 						
郴州杉杉新材料有限公司 	负极材料 	2,484.97 	21.03 	石墨化加工 						
元氏县槐阳锂能科技有限公司 	负极材料 	2,147.19 	18.17 	石墨化加工 						
甘洛鑫晶源新材料有限公司 	负极材料 	1,916.11 	16.21 	石墨化加工 						
乌兰察布市大盛石墨新材料股份有限公司及其关联方 	负极材料 	1,190.57 	10.08 	石墨化加工 						
