14 	医疗器械的插接装置 	ZL200710070563.8 	受让取得 	2007.08.28 	20年 	迈得医疗 				
15 	医用管自动上料装置 	ZL200910215463.9 	受让取得 	2009.12.31 	20年 	迈得医疗 				
16 	一种护套的分料装置 	ZL200910095541.6 	受让取得 	2009.01.19 	20年 	迈得医疗 				
16 	一种护套的分料装置 	ZL200910095541.6 	受让取得 	2009.01.19 	20年 	迈得医疗 				
										
17 	输液器滴斗连接工艺 	ZL201110174722.5 	受让取得 	2009.12.31 	20年 	迈得医疗 				
										
18 	管状医疗器械的绕圈装置 	ZL200810063756.5 	受让取得 	2008.07.30 	20年 	迈得医疗 				
19 	一种医用导管的输送方法 	ZL201110262134.7 	申请取得 	2011.09.06 	20年 	迈得医疗 				
19 	一种医用导管的输送方法 	ZL201110262134.7 	申请取得 	2011.09.06 	20年 	迈得医疗 				
										
20 	一种静脉输液针组件的组装工艺 	ZL201110262061.1 	申请取得 	2011.09.06 	20年 	迈得医疗 				
										
21 	医疗配件的输送装置 	ZL201110444245.X 	申请取得 	2011.12.27 	20年 	迈得医疗 				
22 	一种组装机中医用导管的输送装置 	ZL201110261898.4 	申请取得 	2011.09.06 	20年 	迈得医疗 				
22 	一种组装机中医用导管的输送装置 	ZL201110261898.4 	申请取得 	2011.09.06 	20年 	迈得医疗 				
										
23 	一种笔杆式采血针组装工艺 	ZL201310132269.0 	申请取得 	2013.04.16 	20年 	迈得医疗 				
										
24 	一种医用塑针的自动上料方法及其装置 	ZL201210171620.2 	申请取得 	2012.05.25 	20年 	迈得医疗 				
25 	一种医用静脉针的组装工艺 	ZL201310213914.1 	申请取得 	2013.05.31 	20年 	迈得医疗 				
25 	一种医用静脉针的组装工艺 	ZL201310213914.1 	申请取得 	2013.05.31 	20年 	迈得医疗 				
										
26 	一种分体式医用静脉针的组装工艺 	ZL201310213910.3 	申请取得 	2013.05.31 	20年 	迈得医疗 				
										
27 	一种采血针中阻血套自动组装工艺及其使用的装置 	ZL201210146040.8 	申请取得 	2012.05.11 	20年 	迈得医疗 				
28 	医用输液器塑针分料上料方法及其装置 	ZL201210183293.2 	申请取得 	2012.06.05 	20年 	迈得医疗 				
28 	医用输液器塑针分料上料方法及其装置 	ZL201210183293.2 	申请取得 	2012.06.05 	20年 	迈得医疗 				
										
29 	一种医疗组件的分料方法及其装置 	ZL201210146080.2 	申请取得 	2012.05.11 	20年 	迈得医疗 				
										
30 	一种医用导管与医用配件的组装方法及其组装设备 	ZL201210162691.6 	申请取得 	2012.05.23 	20年 	迈得医疗 				
31 	一种医用塑针过滤盖的涂胶方法及其装置 	ZL201410036583.3 	申请取得 	2014.01.24 	20年 	迈得医疗 				
31 	一种医用塑针过滤盖的涂胶方法及其装置 	ZL201410036583.3 	申请取得 	2014.01.24 	20年 	迈得医疗 				
										
32 	一种医用乳胶软管组件的组装工艺 	ZL201310116552.4 	申请取得 	2013.04.03 	20年 	迈得医疗 				
										
33 	一种医用过滤器的组装工艺 	ZL201310566071.3 	申请取得 	2013.11.14 	20年 	迈得医疗 				
34 	一种医用导管和医用零配件的组装方法及其装置 	ZL201310157382.4 	申请取得 	2013.04.28 	20年 	迈得医疗 				
34 	一种医用导管和医用零配件的组装方法及其装置 	ZL201310157382.4 	申请取得 	2013.04.28 	20年 	迈得医疗 				
										
35 	一种医用塑针的自动上料方法	ZL201210171568.0 	申请取得 	2012.05.25 	20年 	迈得				
										
及其装置 										
										
一种医用真空采血管自动组装工艺 	ZL201310732979.7 	申请取得 	2013.12.27 	20年 	迈得医疗 					
										
一种采血试管内壁添加剂的涂覆方法及其涂覆装置 	ZL201410079456.1 	申请取得 	2014.03.06 	20年 	迈得医疗 					
医用真空采血管的抽真空装置 	ZL201310737071.5 	申请取得 	2013.12.27 	20年 	迈得医疗 					
医用真空采血管的抽真空装置 	ZL201310737071.5 	申请取得 	2013.12.27 	20年 	迈得医疗 					
										
医用过滤器垫圈的冲切装置 	ZL201310566121.8 	申请取得 	2013.11.14 	20年 	迈得医疗 					
										
一种采血针的阻血套组装方法及其装置 	ZL201310260612.X 	申请取得 	2013.06.26 	20年 	迈得医疗 					
一种医用导管的储料装置 	ZL201310120711.8 	申请取得 	2013.04.09 	20年 	迈得医疗 					
一种医用导管的储料装置 	ZL201310120711.8 	申请取得 	2013.04.09 	20年 	迈得医疗 					
										
一种医用针组装机中涂胶装置的涂胶头 	ZL201310156002.5 	申请取得 	2013.04.28 	20年 	迈得医疗 					
										
一种采血针中阻血套的自动组装方法及其装置 	ZL201310316883.2 	申请取得 	2013.07.24 	20年 	迈得医疗 					
医用精密过滤膜片的冲切装置 	ZL201310565955.7 	申请取得 	2013.11.14 	20年 	迈得医疗 					
医用精密过滤膜片的冲切装置 	ZL201310565955.7 	申请取得 	2013.11.14 	20年 	迈得医疗 					
										
一种医用针组装机中的涂胶装置 	ZL201310156207.3 	申请取得 	2013.04.28 	20年 	迈得医疗 					
										
一种输液器中滴斗的上料方法及其装置 	ZL201310313842.8 	申请取得 	2013.07.23 	20年 	迈得医疗 					
一种医用针刃面定位装置 	ZL201310213941.9 	申请取得 	2013.05.31 	20年 	迈得医疗 					
一种医用针刃面定位装置 	ZL201310213941.9 	申请取得 	2013.05.31 	20年 	迈得医疗 					
										
一种医用过滤器的焊接工艺 	ZL201310566092.5 	申请取得 	2013.11.14 	20年 	迈得医疗 					
										
一种医用导管卷绕装置 	ZL201310505014.4 	申请取得 	2013.10.22 	20年 	迈得医疗 					
一种输液器的自动组装工艺 	ZL201310505124.0 	申请取得 	2013.10.22 	20年 	迈得医疗 					
一种输液器的自动组装工艺 	ZL201310505124.0 	申请取得 	2013.10.22 	20年 	迈得医疗 					
										
一种医疗器械组装机的出胶装置 	ZL201310121230.9 	申请取得 	2013.04.09 	20年 	迈得医疗 					
										
一种双针柄医用静脉针的针座组件的分料方法及其装置 	ZL201310214082.5 	申请取得 	2013.05.31 	20年 	迈得医疗 					
一种医用导管的上料方法 	ZL201310504936.3 	申请取得 	2013.10.22 	20年 	迈得医疗 					
一种医用导管的上料方法 	ZL201310504936.3 	申请取得 	2013.10.22 	20年 	迈得医疗 					
										
一种输液器中医用导管和滴斗的组装方法 	ZL201310755586.8 	申请取得 	2013.12.31 	20年 	迈得医疗 					
										
一种带翼针座的整料方法及其整料装置 	ZL201210162619.3 	申请取得 	2012.05.23 	20年 	迈得医疗 					
										
36 										
										
37 										
38 										
38 										
										
39 										
										
40 										
41 										
41 										
										
42 										
										
43 										
44 										
44 										
										
45 										
										
46 										
47 										
47 										
										
48 										
										
49 										
50 										
50 										
										
51 										
										
52 										
53 										
53 										
										
54 										
										
55 										
										
56 	医用输液器塑针组件的涂胶方法及其装置 	ZL201210183292.8 	申请取得 	2012.06.05 	20年 	迈得医疗 				
57 	一种医疗器械组件的涂胶装置 	ZL201310755137.3 	申请取得 	2013.12.31 	20年 	迈得医疗 				
57 	一种医疗器械组件的涂胶装置 	ZL201310755137.3 	申请取得 	2013.12.31 	20年 	迈得医疗 				
										
58 	一种医用导管的上料装置及其上料方法 	ZL201410142716.5 	申请取得 	2014.04.10 	20年 	迈得医疗 				
										
59 	医用采血管组装的导料装置 	ZL201310737030.6 	申请取得 	2013.12.27 	20年 	迈得医疗 				
60 	一种医用导管与止液夹的组装装置及组装方法 	ZL201310755326.0 	申请取得 	2013.12.31 	20年 	迈得医疗 				
60 	一种医用导管与止液夹的组装装置及组装方法 	ZL201310755326.0 	申请取得 	2013.12.31 	20年 	迈得医疗 				
										
61 	一种医用针针管表面的硅化装置和硅化工艺 	ZL201410142755.5 	申请取得 	2014.04.10 	20年 	迈得医疗 				
										
62 	一种医用器械组装机的上料装置 	ZL201410143384.2 	申请取得 	2014.04.10 	20年 	迈得医疗 				
63 	一种输液器导管线圈的夹取装置 	ZL201410853376.7 	申请取得 	2014.12.31 	20年 	迈得医疗 				
63 	一种输液器导管线圈的夹取装置 	ZL201410853376.7 	申请取得 	2014.12.31 	20年 	迈得医疗 				
										
64 	一种医用导管的卷绕转盘 	ZL201310505090.5 	申请取得 	2013.10.22 	20年 	迈得医疗 				
										
65 	一种医疗组件自动上料检测装置 	ZL201310559673.6 	申请取得 	2013.11.12 	20年 	迈得医疗 				
66 	一种用于检测采血试管缺陷的检测装置 	ZL201410079534.8 	申请取得 	2014.03.06 	20年 	迈得医疗 				
66 	一种用于检测采血试管缺陷的检测装置 	ZL201410079534.8 	申请取得 	2014.03.06 	20年 	迈得医疗 				
										
67 	一种输液器自动组装机中的输液器线圈捆扎机构 	ZL201410504326.8 	申请取得 	2014.09.27 	20年 	迈得医疗 				
										
68 	一种输液器组装机上的扎带捆扎热合机构 	ZL201410853316.5 	申请取得 	2014.12.31 	20年 	迈得医疗 				
69 	一种导管涂胶装置的涂胶爪 	ZL201410853341.3 	申请取得 	2014.12.31 	20年 	迈得医疗 				
69 	一种导管涂胶装置的涂胶爪 	ZL201410853341.3 	申请取得 	2014.12.31 	20年 	迈得医疗 				
										
70 	一种医用配件组装机针座的上料机构 	ZL201410850063.6 	申请取得 	2014.12.31 	20年 	迈得医疗 				
										
71 	一种输液器组装机的扎带热合机构 	ZL201410853669.5 	申请取得 	2014.12.31 	20年 	迈得医疗 				
72 	一种导管供料装置 	ZL201410502912.9 	申请取得 	2014.09.27 	20年 	迈得医疗 				
72 	一种导管供料装置 	ZL201410502912.9 	申请取得 	2014.09.27 	20年 	迈得医疗 				
										
73 	一种输液器导管线圈夹具 	ZL201410504454.2 	申请取得 	2014.09.27 	20年 	迈得医疗 				
										
74 	一种医疗器械组装设备中的涂胶装置 	ZL201410035078.7 	申请取得 	2014.01.24 	20年 	迈得医疗 				
75 	医用双立管盖体固定装置 	ZL201410142769.7 	申请取得 	2014.04.10 	20年 	迈得医疗 				
75 	医用双立管盖体固定装置 	ZL201410142769.7 	申请取得 	2014.04.10 	20年 	迈得医疗 				
										
76 	一种输液器导管线圈的夹取结	ZL201410852254.6 	申请取得 	2014.12.31 	20年 	迈得				
										
构 										
										
一种注射器胶塞的自动上料装置 	ZL201410079322.X 	申请取得 	2014.03.06 	20年 	迈得医疗 					
										
一种用于检测采血试管缺陷的检测装置 	ZL201410079205.3 	申请取得 	2014.03.06 	20年 	迈得医疗 					
一种输液器组装机夹具的输送装置 	ZL201410855262.6 	申请取得 	2014.12.31 	20年 	迈得医疗 					
一种输液器组装机夹具的输送装置 	ZL201410855262.6 	申请取得 	2014.12.31 	20年 	迈得医疗 					
										
一种用于导管上料的吸取结构 	ZL201410692838.1 	申请取得 	2014.11.26 	20年 	迈得医疗 					
										
一种输液器组装机的夹具转向装置 	ZL201410850019.5 	申请取得 	2014.12.31 	20年 	迈得医疗 					
医用采血管分料装置及分料方法 	ZL201310737080.4 	申请取得 	2013.12.26 	20年 	迈得医疗 					
医用采血管分料装置及分料方法 	ZL201310737080.4 	申请取得 	2013.12.26 	20年 	迈得医疗 					
										
一种医用输液器的导管输送切换机构 	ZL201410448247.X 	申请取得 	2014.9.3 	20年 	迈得医疗 					
										
一种导管张紧供料机构 	ZL201410505007.9 	申请取得 	2014.9.26 	20年 	迈得医疗 					
一种输液器配件的换向装置 	ZL201410505736.4 	申请取得 	2014.9.26 	20年 	迈得医疗 					
一种输液器配件的换向装置 	ZL201410505736.4 	申请取得 	2014.9.26 	20年 	迈得医疗 					
										
一种医用配件组装机的下料装置 	ZL201410850017.6 	申请取得 	2014.12.30 	20年 	迈得医疗 					
										
一种输液器导管外涂胶结构 	ZL201410852948.X 	申请取得 	2014.12.30 	20年 	迈得医疗 					
一种医用针座组装的上料机构 	ZL201410853387.5 	申请取得 	2014.12.30 	20年 	迈得医疗 					
一种医用针座组装的上料机构 	ZL201410853387.5 	申请取得 	2014.12.30 	20年 	迈得医疗 					
										
一种输液器导管外涂胶装置 	ZL201410853677.X 	申请取得 	2014.12.30 	20年 	迈得医疗 					
										
一种医疗配件的烘干装置 	ZL201410853680.1 	申请取得 	2014.12.30 	20年 	迈得医疗 					
一种用于输液器导管外涂胶的涂胶爪 	ZL201410854245.0 	申请取得 	2014.12.30 	20年 	迈得医疗 					
一种用于输液器导管外涂胶的涂胶爪 	ZL201410854245.0 	申请取得 	2014.12.30 	20年 	迈得医疗 					
										
一种医用针的涂胶装置 	ZL201410855222.1 	申请取得 	2014.12.30 	20年 	迈得医疗 					
										
一种胶塞的打孔装置 	ZL201510641356.8 	申请取得 	2015.9.29 	20年 	迈得医疗 					
一种医用针的夹具 	ZL201510642697.7 	申请取得 	2015.9.29 	20年 	迈得医疗 					
一种医用针的夹具 	ZL201510642697.7 	申请取得 	2015.9.29 	20年 	迈得医疗 					
										
柔性管状物对齐装置 	ZL201510960719.4 	申请取得 	2015.12.16 	20年 	迈得医疗 					
										
一种医用配件组装机的输送装置 	ZL201510640333.5 	申请取得 	2015.9.29 	20年 	迈得医疗 					
										
77 										
										
78 										
79 										
79 										
										
80 										
										
81 										
82 										
82 										
										
83 										
										
84 										
85 										
85 										
										
86 										
										
87 										
88 										
88 										
										
89 										
										
90 										
91 										
91 										
										
92 										
										
93 										
94 										
94 										
										
95 										
										
96 										
										
97 	一种用于夹取滴斗组件的机械手 	ZL201510641405.8 	申请取得 	2015.9.29 	20年 	迈得医疗 				
98 	一种胶塞与针管的组装装置 	ZL201510641426.X 	申请取得 	2015.9.29 	20年 	迈得医疗 				
98 	一种胶塞与针管的组装装置 	ZL201510641426.X 	申请取得 	2015.9.29 	20年 	迈得医疗 				
										
99 	一种医用配件的输送装置 	ZL201510643748.8 	申请取得 	2015.9.29 	20年 	迈得医疗 				
										
100 	一种输液器的卷绕机构 	ZL201510643849.5 	申请取得 	2015.9.29 	20年 	迈得医疗 				
101 	一种针管与胶塞的组装装置 	ZL201510662265.2 	申请取得 	2015.9.29 	20年 	迈得医疗 				
101 	一种针管与胶塞的组装装置 	ZL201510662265.2 	申请取得 	2015.9.29 	20年 	迈得医疗 				
										
102 	一种卷管机 	ZL201410504270.6 	申请取得 	2014.9.26 	20年 	迈得医疗 				
										
103 	输液导管的卷绕装置 	ZL201610528301.0 	申请取得 	2016.7.4 	20年 	迈得医疗 				
104 	一种医用配件的自动装袋装置 	ZL201510639466.0 	申请取得 	2015.9.30 	20年 	迈得医疗 				
104 	一种医用配件的自动装袋装置 	ZL201510639466.0 	申请取得 	2015.9.30 	20年 	迈得医疗 				
										
105 	一种滴斗组件的整理装置 	ZL201510641350.0 	申请取得 	2015.9.30 	20年 	迈得医疗 				
										
106 	一种用于调节器外壳上料的载具 	ZL201510641483.8 	申请取得 	2015.9.30 	20年 	迈得医疗 				
107 	一种医用配件组装装置及其组装方法 	ZL201510641573.7 	申请取得 	2015.9.30 	20年 	迈得医疗 				
107 	一种医用配件组装装置及其组装方法 	ZL201510641573.7 	申请取得 	2015.9.30 	20年 	迈得医疗 				
										
108 	载具的推送机构 	ZL201510642311.2 	申请取得 	2015.9.30 	20年 	迈得医疗 				
										
109 	一种医用配件的输送装置 	ZL201510642519.4 	申请取得 	2015.9.30 	20年 	迈得医疗 				
110 	一种双叶片针座的载具 	ZL201510642665.7 	申请取得 	2015.9.30 	20年 	迈得医疗 				
110 	一种双叶片针座的载具 	ZL201510642665.7 	申请取得 	2015.9.30 	20年 	迈得医疗 				
										
111 	一种夹取调节器外壳的夹具 	ZL201510642708.1 	申请取得 	2015.9.30 	20年 	迈得医疗 				
										
112 	一种输液器自动组装机的卷绕装置 	ZL201510642718.5 	申请取得 	2015.9.30 	20年 	迈得医疗 				
113 	一种医用配件组装机上载具的推送结构 	ZL201510642745.2 	申请取得 	2015.9.30 	20年 	迈得医疗 				
113 	一种医用配件组装机上载具的推送结构 	ZL201510642745.2 	申请取得 	2015.9.30 	20年 	迈得医疗 				
										
114 	一种输液器组装机的滴斗涂胶装置 	ZL201510643712.X 	申请取得 	2015.9.30 	20年 	迈得医疗 				
										
115 	一种滴斗组件的载具结构 	ZL201510643750.5 	申请取得 	2015.9.30 	20年 	迈得医疗 				
116 	一种输液器组装机的输送机构 	ZL201510643803.3 	申请取得 	2015.9.30 	20年 	迈得医疗 				
116 	一种输液器组装机的输送机构 	ZL201510643803.3 	申请取得 	2015.9.30 	20年 	迈得医疗 				
										
117 	一种医用配件组装机的输送装	ZL201510643822.6 	申请取得 	2015.9.30 	20年 	迈得				
										
置 										
										
一种医用输液器的导管的卷绕装置 	ZL201510643862.0 	申请取得 	2015.9.30 	20年 	迈得医疗 					
										
一种医用配件的检测结构 	ZL201510643901.7 	申请取得 	2015.9.30 	20年 	迈得医疗 					
一种输液器组装机的上料装置 	ZL201510643941.1 	申请取得 	2015.9.30 	20年 	迈得医疗 					
一种输液器组装机的上料装置 	ZL201510643941.1 	申请取得 	2015.9.30 	20年 	迈得医疗 					
										
一种医用配件载具的输送机构 	ZL201510645306.7 	申请取得 	2015.9.30 	20年 	迈得医疗 					
										
一种输液器流速调节器的装配装置 	ZL201410504452.3 	申请取得 	2014.9.27 	20年 	迈得医疗 					
一种医用输液器组装机的输送机构 	ZL201510644007.1 	申请取得 	2015.9.30 	20年 	迈得医疗 					
一种医用输液器组装机的输送机构 	ZL201510644007.1 	申请取得 	2015.9.30 	20年 	迈得医疗 					
										
118 										
										
119 										
120 										
120 										
										
121 										
										
122 										
123 										
123 										
										
序号 	专利名称 	专利号 	获得方式 	申请日期 	有效期 	权属 				
1 	一种输液器中滴斗的上料装置 	ZL201320444140.9 	申请取得 	2013.07.23 	10年 	迈得医疗 				
1 	一种输液器中滴斗的上料装置 	ZL201320444140.9 	申请取得 	2013.07.23 	10年 	迈得医疗 				
										
2 	一种医用导管的拽管装置 	ZL201320652720.7 	申请取得 	2013.10.22 	10年 	迈得医疗 				
										
3 	一种医用导管的送料装置 	ZL201320657966.3 	申请取得 	2013.10.22 	10年 	迈得医疗 				
4 	一种医用导管绕圈装置的张紧机构 	ZL201320657839.3 	申请取得 	2013.10.22 	10年 	迈得医疗 				
4 	一种医用导管绕圈装置的张紧机构 	ZL201320657839.3 	申请取得 	2013.10.22 	10年 	迈得医疗 				
										
5 	一种医用导管的定位装置 	ZL201320657950.2 	申请取得 	2013.10.22 	10年 	迈得医疗 				
										
6 	一种滴斗组件的整理装置 	ZL201520774217.8 	申请取得 	2015.09.30 	10年 	迈得医疗 				
7 	一种静脉针组件的载具 	ZL201520772894.6 	申请取得 	2015.09.30 	10年 	迈得医疗 				
7 	一种静脉针组件的载具 	ZL201520772894.6 	申请取得 	2015.09.30 	10年 	迈得医疗 				
										
8 	一种医用配件的涂胶装置 	ZL201520770862.2 	申请取得 	2015.09.30 	10年 	迈得医疗 				
										
9 	一种医用配件组装机的导管对齐机构 	ZL201521063565.0 	申请取得 	2015.12.17 	10年 	迈得医疗 				
10 	压力调节装置及检测设备 	ZL201621014062.9 	申请取得 	2016.8.29 	10年 	迈得医疗 				
10 	压力调节装置及检测设备 	ZL201621014062.9 	申请取得 	2016.8.29 	10年 	迈得医疗 				
										
11 	导管供应装置以及导管供应及切割设备 	ZL201621014504.X 	申请取得 	2016.8.29 	10年 	迈得医疗 				
12 	定位调整机构及具有其的透析器贴标签装置 	ZL201620975634.3 	申请取得 	2016.8.28 	10年 	迈得医疗 				
13 	用于检测袋体的检测装置以及包装设备 	ZL201620991856.4 	申请取得 	2016.8.28 	10年 	迈得医疗 				
13 	用于检测袋体的检测装置以及包装设备 	ZL201620991856.4 	申请取得 	2016.8.28 	10年 	迈得医疗 				
										
14 	卷绕臂及导管卷绕装置 	ZL201620958960.3 	申请取得 	2016.8.25 	10年 	迈得医疗 				
										
15 	开袋机构 	ZL201620967473.3 	申请取得 	2016.8.25 	10年 	迈得医疗 				
16 	夹具旋转定位装置与包括该装置的固化设备 	ZL201620952746.7 	申请取得 	2016.8.24 	10年 	迈得医疗 				
16 	夹具旋转定位装置与包括该装置的固化设备 	ZL201620952746.7 	申请取得 	2016.8.24 	10年 	迈得医疗 				
										
17 	透析器注胶盖移除装置 	ZL201620952969.3 	申请取得 	2016.8.24 	10年 	迈得医疗 				
										
18 	透析器离心注胶供电装置及透析器离心注胶装置 	ZL201620953077.5 	申请取得 	2016.8.24 	10年 	迈得医疗 				
19 	金属针组件组装装置 	ZL201620938353.0 	申请取得 	2016.8.23 	10年 	迈得医疗 				
19 	金属针组件组装装置 	ZL201620938353.0 	申请取得 	2016.8.23 	10年 	迈得医疗 				
										
20 	医用金属针及医用金属针的制造设备 	ZL201620940823.7 	申请取得 	2016.8.23 	10年 	迈得医疗 				
										
21 	多焊头超声波焊接装置 	ZL201620945942.1 	申请取得 	2016.8.23 	10年 	迈得医疗 				
22 	透析器旋转定位装置 	ZL201620923950.6 	申请取得 	2016.8.21 	10年 	迈得医疗 				
22 	透析器旋转定位装置 	ZL201620923950.6 	申请取得 	2016.8.21 	10年 	迈得医疗 				
										
23 	导管装袋装置 	ZL201620699934.3 	申请取得 	2016.7.3 	10年 	迈得医疗 				
										
24 	包装袋供料系统 	ZL201620700068.5 	申请取得 	2016.7.3 	10年 	迈得医疗 				
25 	喷码装置 	ZL201620701628.9 	申请取得 	2016.7.3 	10年 	迈得医疗 				
25 	喷码装置 	ZL201620701628.9 	申请取得 	2016.7.3 	10年 	迈得医疗 				
										
26 	张袋系统 	ZL201620707317.3 	申请取得 	2016.7.3 	10年 	迈得医疗 				
										
27 	软管接头的安装装置 	ZL201720444411.9 	申请取得 	2017.4.25 	10年 	迈得医疗 				
28 	软管切割装置 	ZL201720355983.X 	申请取得 	2017.4.6 	10年 	迈得医疗 				
28 	软管切割装置 	ZL201720355983.X 	申请取得 	2017.4.6 	10年 	迈得医疗 				
										
29 	工件夹持装置及具有其的自动夹持组件 	ZL201720351735.8 	申请取得 	2017.4.5 	10年 	迈得医疗 				
										
30 	留置针的封堵装置 	ZL201720327702.X 	申请取得 	2017.3.30 	10年 	迈得医疗 				
31 	封堵结构和透析器检测设备 	ZL201720328027.2 	申请取得 	2017.3.30 	10年 	迈得医疗 				
31 	封堵结构和透析器检测设备 	ZL201720328027.2 	申请取得 	2017.3.30 	10年 	迈得医疗 				
										
32 	软管扩口装置 	ZL201720212714.8 	申请取得 	2017.3.6 	10年 	迈得				
										
医疗 										
										
迈得医疗 										
										
迈得医疗 										
迈得医疗 										
迈得医疗 										
										
迈得医疗 										
										
迈得医疗 										
迈得医疗 										
迈得医疗 										
										
迈得医疗 										
										
迈得医疗 										
										
33 	绕拢装置和具有其的导管卷绕系统 	ZL201720152265.2 	申请取得 	2017.2.20 	10年 					
										
34 	上料装置 	ZL201720092712.X 	申请取得 	2017.1.22 	10年 					
35 	柔性管捋直定位机构 	ZL201720102831.9 	申请取得 	2017.1.22 	10年 					
35 	柔性管捋直定位机构 	ZL201720102831.9 	申请取得 	2017.1.22 	10年 					
										
36 	医疗配件上料装置 	ZL201621431841.9 	申请取得 	2016.12.23 	10年 					
										
37 	透析器切胶刀、透析器切胶模组和透析器切胶装置 	ZL201621431861.6 	申请取得 	2016.12.23 	10年 					
38 	医疗配件定向供料装置 	ZL201621432243.3 	申请取得 	2016.12.23 	10年 					
38 	医疗配件定向供料装置 	ZL201621432243.3 	申请取得 	2016.12.23 	10年 					
										
39 	透析器切胶装置 	ZL201621432657.6 	申请取得 	2016.12.23 	10年 					
										
40 	医疗配件上料装置 	ZL201621435471.6 	申请取得 	2016.12.23 	10年 					
										
序号 	专利名称 	专利号 	获得方式 	申请日期 	有效期 	权属 				
										
1 	回转式自动化组装设备 	ZL201230006684.8 	申请取得 	2012.01.11 	10年 	迈得医疗 				
										
序号 	名称 	登记号 	取得方式 	首次发表日期 	权属 					
										
1 	迈得医疗控制系统软件 V1.0 	2014SR015570 	原始取得 	— 	迈得医疗 					
										
2 	迈得医用采血管装配系统控制软件 V1.0 	2015SR202371 	原始取得 	2015 年 4 月 30 日 	迈得医疗 					
										
3 	迈得医用导管上料系统控制软件 V1.0 	2015SR202808 	原始取得 	2015 年 4 月 30 日 	迈得医疗 					
										
4 	迈得医疗工业控制系统软件V2.0 	2017SR203587 	原始取得 	2017 年 3 月 10 日 	迈得医疗 					
										
5 	医用导管挤切系统控制软件	2017SR606607 	原始取得 	2017 年 9 月 1 日 	迈得医疗 					
										
V1.0 										
										
医用过滤器装配系统控制软件V1.0 	2017SR606689 	原始取得 	2017 年 9 月 1 日 	迈得医疗 						
										
医用金属针装配系统控制软件V1.0 	2017SR552747 	原始取得 	2017 年 8 月 1 日 	迈得医疗 						
										
医用输液器装配系统控制软件V1.0 	2017SR606738 	原始取得 	2017 年 9 月 1 日 	迈得医疗 						
										
医用输注器装配系统控制软件V1.0 	2017SR611487 	原始取得 	2017 年 9 月 1 日 	迈得医疗 						
										
医用针细导管装配系统控制软件 V1.0 	2017SR606599 	原始取得 	2017 年 9 月 1 日 	迈得医疗 						
										
6 										
										
7 										
										
8 										
										
9 										
										
10 										
										
序号 	软件名称 	证书编号 	取得方式 	有效期 	权属 					
										
1 	迈得医疗控制系统软件 V1.0 	浙 DGY-2013-2068 	原始取得 	2013.12.9-2018.12.9 	迈得医疗 					
										
序号 	承租人 	出租人 	房屋地址 	面积 	实际用途 	租赁价格 	租赁期限 	房屋权属证书 	备案登记 	
1 	天津 迈得 	天津市创佳时代科技企业管理有限公司 	天津市河北区志成路 130号（自创区河北分园科技招商展示服务中心 217室） 	207m2 	办公场地 	1.1 元/平米/天，之后逐年递增 0.1 元/平米/天 	2017 年 8 月 1日至 2020 年7 月 31 日 	津字第105011519238 [注] 	否 	
2 	迈得 国际 	戈平根商业园有限公司 	曼弗里德-沃尔纳大街 125号施淘费商业园 2 座三楼（西面） 	255 m2 	办公场地 	4,129.30欧元/月 	2017 年 6 月 1日至 2022 年5 月 31 日 	房地产权登记簿编号为21666 	- 	
3 	迈得 医疗 	东莞市中创盈科物业投资有限公司 	东莞市万江街道金泰社区金曲璐金泰工业区产业楼 8 栋 101号 	310 m2 	接 收和检验定制采购件的场所 	23.76 元/平米/月 	2017 年 12 月27 日至 2019年 9 月 6 日 	东莞房地产权证登记字号03220023 	否 	
4 	迈得 医疗 	聂宏国 	东莞市万江区新城金曲路 18 号北大资源御湾商住区 15 楼 1单元 1504 	93.75 m2 	员工宿舍 	3,743 元 /月 	2017 年 12 月27 日至 2018年 12 月 27 日 	粤房地权证莞字第0300794522号 	否 	
										
序号 	技术名称 	技术说明 	生产技术所处阶段 							
1 	精确的料仓供料技术 	通过光纤定位控制、CCD 影像技术、软件控制技术、机械手实现医用耗材不规则组件有序、准确地进入随行夹具内，有效解决因医用耗材组件形状不规则导致的供料难、生产效率低、合格率低、生产人员容易引起二次污染等问题。 	大批量生产 							
2 	螺旋振动供料技术 	采用螺旋振动供料系统，配合光纤传感定位系统、机械手技术，使医用耗材组件按照特定方向逐一排序快速进料，无需人工参与，避免二次污染。 	大批量生产 							
3 	输送控制技术 	利用 PLC 控制技术、光纤传感定位技术以及伺服电机控制技术的集成，有效控制医用制品组件在输送过程中的稳定性、定位准确性，为装配、检测工序提供保障，有效保证了医用制品装配自动化设备在运行过程中的稳定性。 	大批量生产 							
4 	转盘涂胶技术 	采用新型转盘涂胶技术可有效解决针尖跟针座的涂胶不均匀、不饱满问题，同时大大减轻医疗器械生产企业员工劳动强度，在减少用人的同时，良好地解决了涂胶环节的二次污染问题。 	大批量生产 							
5 	定性定量管道涂胶技术 	采用智能可控的涂胶技术，实现每次管道内外径涂胶量的一致性，解决了传统生产模式中管道内外径涂胶不均匀或不饱满或过多等现象。 	大批量生产 							
6 	智能 UV涂胶技术 	可视读控制器控制每次涂胶的进胶量，保证每次涂胶的均匀、饱满、不过多且一致性，有效解决传统人工涂胶模式中存在的涂胶不均匀、过多或过少、劳动强度大等问题。 	大批量生产 							
